M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M   6599 N/A       01:24:45.50 -39:54:27.0  9.46    5.31     69.86   -11.30  --------  G3V          
M   7017 N/A       01:30:25.04 -40:39:34.2  9.41   11.37    128.90    53.43  --------  G3V          
M   7089 N/A       01:31:18.72 -17:41:07.4  8.69    8.41    172.26    54.59  --------  G3V          
M   7135 N/A       01:31:55.74 -17:42:05.0  8.94    5.12    -22.53     3.20  --------  G3V          
M   7308 N/A       01:34:04.89 -32:33:55.7  9.40    7.41    -76.31  -174.48  --------  G3V          
M   7316 N/A       01:34:11.94 -19:17:24.8  9.74    5.61     -1.18   -35.80  --------  G3V          
M   7480 N/A       01:36:20.24 -16:00:59.8  8.61   11.96    -15.64    -9.14 01363-1601 G3V          
M   7821 N/A       01:40:35.63 -16:17:34.0  8.09   16.10     65.75  -114.53  --------  G2/G3V       
M   7827 N/A       01:40:42.08 -41:08:36.3  9.41    7.62    -37.05   -59.82  --------  G3V          
M   7934 N/A       01:41:59.53 -17:10:44.5  8.93   11.52    -37.61   -84.30  --------  G2/G3V       
M   7961 N/A       01:42:14.91 -17:53:19.7  7.45   20.45    548.81    11.38 01422-1753 G2/G3V       
M   8121 N/A       01:44:22.40 -20:35:46.1  8.11   17.29    -49.32  -306.12  --------  G3V          
M   8232 N/A       01:46:00.13 -43:54:48.1  8.71   19.40     90.62    22.43  --------  G3V          
M   8373 N/A       01:47:50.23 -18:09:37.6  9.73    4.83     33.23     8.42  --------  G3V          
M   8439 N/A       01:48:48.74 -21:00:24.4  9.39    7.04     67.39   -82.74  --------  G2/G3V       
M   8733 N/A       01:52:22.29 -48:40:09.0  9.50    6.12      9.66   -15.11  --------  G3V:         
M   8863 N/A       01:54:01.63 -15:59:14.4  8.97    6.48     10.72     7.52  --------  G3V          
M   8923 N/A       01:54:54.04 -11:30:40.8  8.24   13.76    -16.07    -2.81  --------  G3V          
M   9027 N/A       01:56:17.56 -24:07:54.5  8.65    6.33     82.30    46.11  --------  G3V          
M   9046 N/A       01:56:33.87 -31:08:08.0  9.47    7.45     94.60   -29.56  --------  G3V          
M   9148 N/A       01:57:53.31 -28:50:46.0  8.26   10.86    212.00    49.18 01579-2851 G3V          
M   9214 N/A       01:58:29.53 -33:25:09.8  9.29    8.50    103.95   -17.94  --------  G3V          
M   9381 N/A       02:00:32.13 -40:43:52.4  7.37   28.54    440.65  -430.52  --------  G3V          
M   9389 N/A       02:00:38.65 -23:14:00.2  9.05   10.89      0.38   -59.89  --------  G3V          
M   9550 N/A       02:02:43.44 -29:48:51.0  9.21   12.92     53.11    50.18  --------  G3V          
M   9789 N/A       02:05:52.93 -28:21:22.4  9.38    5.80     14.29   -44.14  --------  G3V          
M   9837 N/A       02:06:34.50 -14:27:50.4  8.06   12.05   -110.11   -85.85  --------  G3V          
M   9960 N/A       02:08:13.78 -24:41:43.4  8.34    8.29     43.48   -38.22  --------  G3V          
M  10092 N/A       02:09:45.36 -27:06:12.8  9.71    4.72      2.54   -37.29  --------  G3V          
M  10229 N/A       02:11:31.87 -76:06:27.3  9.52   10.48     59.22    32.27  --------  G3V          
M  10255 N/A       02:11:55.03 -26:18:29.9  9.38   10.84      1.56   -19.33  --------  G3V          
M  10322 N/A       02:12:56.06 +57:12:16.2  7.00   24.38    267.14  -217.05 02129+5712 G3V          
M  10566 N/A       02:16:01.33 -25:31:28.9  8.98    6.04      5.60   -29.23  --------  G2/G3V       
M  10649 N/A       02:17:04.12 -21:50:49.7  8.98    9.91     64.20   -30.85  --------  G3V          
M  10699 N/A       02:17:43.52 -50:14:42.2  9.27    3.98     -3.36     4.50  --------  G3V          
M  10725 N/A       02:18:02.34 -50:49:07.5  8.51   18.04    139.02    88.04  --------  G3V          
M  10883 N/A       02:20:04.24 -27:12:22.5 10.05    8.24    -33.13   -83.81  --------  G3V          
M  11094 N/A       02:22:52.16 -12:37:50.0  9.14    9.65     92.49    18.26  --------  G3V          
M  11324 N/A       02:25:44.96 -21:18:47.8  9.48   26.05     28.99    28.42 02257-2119 G3V          
M  11398 N/A       02:26:51.19 -17:09:42.6  9.36   13.65    -55.99   -45.91  --------  G3V          
M  11416 N/A       02:27:07.52 -14:34:27.6  9.99    3.82     15.85     3.37  --------  G3V          
M  11501 N/A       02:28:18.09 -14:12:26.7  8.73   11.77     39.32   -59.48  --------  G3V          
M  11514 N/A       02:28:28.87 -45:01:22.5  8.66   16.81     70.18     5.09  --------  G3V          
M  11705 N/A       02:31:00.33 -27:59:55.4  9.71   11.74     24.63   -55.79  --------  G3V          
M  11709 N/A       02:31:05.97 -28:30:48.8  9.64    1.82     43.34    59.18  --------  G2/G3V       
M  11861 N/A       02:33:03.91 -12:01:24.0  9.35   11.63   -120.52    23.56  --------  G3V          
M  11928 N/A       02:33:55.72 -32:11:50.2  8.11   12.36     93.61    69.70  --------  G2/G3V       
M  11958 N/A       02:34:17.00 -37:30:06.6  9.10   14.24    -36.55    -9.10  --------  G3V          
M  12038 N/A       02:35:11.55 -19:44:00.8 10.09    7.04     69.66    30.32  --------  G3V          
M  12067 N/A       02:35:35.56 +61:06:22.4  8.42   20.28     97.68   -76.85  --------  G3V          
M  12088 N/A       02:35:48.86 -19:53:10.3  9.51   11.55    -10.08    23.64  --------  G3V          
M  12102 N/A       02:35:56.72 -17:37:57.7  6.93   15.72    -36.17   -11.51  --------  G3V          
M  12106 N/A       02:35:59.92 -26:41:56.1  9.83    5.06     21.25     4.75  --------  G3V          
M  12162 N/A       02:36:44.10 -19:17:40.1 10.17    0.13     23.31    -0.80  --------  G2/G3V       
M  12256 N/A       02:37:48.81 -37:48:34.7  9.35    8.44     77.75    63.69  --------  G2/G3V       
M  12283 N/A       02:38:12.76 -13:59:52.0 10.24    6.80     40.86   -29.41  --------  G2/G3V:      
M  12424 N/A       02:39:54.05 -23:55:47.9  8.16   12.28     53.13    12.48  --------  G3V          
M  12425 N/A       02:39:56.44 -24:28:52.5  8.55   14.94    102.76   -60.80  --------  G3V          
M  12482 N/A       02:40:38.25 -17:22:18.6 10.18    2.93     11.24    -7.06  --------  G2/G3V       
M  12498 N/A       02:40:48.55 -37:32:53.6  9.26   14.69     20.73   -67.96  --------  G3V          
M  12517 N/A       02:41:06.57 -51:26:27.2  8.55   21.41    315.87   118.81  --------  G3V          
M  12780 N/A       02:44:14.62 -25:29:43.4  6.96   23.80    164.51    51.88 02442-2530 G3V          
M  13159 N/A       02:49:13.76 -47:07:58.0  9.63   12.98      0.14   -59.59  --------  G3V          
M  13280 N/A       02:50:54.23 -43:09:13.5  9.01   10.82    -21.62   -88.90  --------  G3V          
M  13315 N/A       02:51:21.82 -55:04:29.0  8.33   10.31     11.45    22.01  --------  G3Vw         
M  13411 N/A       02:52:41.21 -31:33:43.9  8.51   19.52    176.41   100.38  --------  G3V          
M  13508 N/A       02:53:59.37 -49:21:41.2  8.66   20.56     87.89    98.16  --------  G3V          
M  13591 N/A       02:55:07.85 -45:03:37.6  9.52    7.39    -28.45   -82.59  --------  G2/G3V       
M  13908 N/A       02:59:08.15 -40:43:24.5  8.42   14.60     21.98   -51.28  --------  G3V          
M  14007 N/A       03:00:19.72 -37:27:16.1  8.48   21.21     16.12    27.87  --------  G3V          
M  14093 N/A       03:01:44.93 -48:51:12.1  9.16   12.56     64.66    54.99  --------  G3V          
M  14116 N/A       03:02:02.08 -44:22:56.5  9.10   12.91      7.20    19.45  --------  G2/G3V       
M  14177 N/A       03:02:49.74 -14:23:46.2  9.23   15.02    159.28    98.84  --------  G3V          
M  14193 N/A       03:03:01.21 -26:58:52.8  9.09   11.84     27.76    10.33  --------  G3V          
M  14212 N/A       03:03:14.90 -62:59:35.0  9.35    8.29     43.18    40.53  --------  G3V          
M  14253 N/A       03:03:48.47 -26:43:38.1  9.52    9.66    129.14    68.91  --------  G3V          
M  14501 N/A       03:07:18.58 -13:45:42.3  6.97   31.76     -7.99  -260.71  --------  G3V          
M  14563 N/A       03:08:01.28 -12:02:28.7  8.11    8.26    141.47    46.81  --------  G3V          
M  14613 N/A       03:08:42.49 -35:25:58.3  7.11   10.83    -26.24  -113.35  --------  G3V          
M  14648 N/A       03:09:18.55 -16:01:08.7  8.97   14.50    -39.99  -141.15  --------  G3V          
M  14697 N/A       03:09:52.08 +48:28:15.3 10.84    5.52     21.64   -24.35  --------  G3V          
M  14808 N/A       03:11:12.83 -12:52:08.2  9.61    8.54     42.27    69.72  --------  G3V          
M  14931 N/A       03:12:33.67 -26:57:12.5  9.61    8.69      4.07    -2.31  --------  G2/G3V       
M  15131 N/A       03:15:06.39 -45:39:53.3  6.75   41.05   -132.56   141.62  --------  G3V          
M  15301 N/A       03:17:23.01 -40:28:11.7  8.61   11.50    -66.53    -4.50  --------  G3V          
M  15314 N/A       03:17:35.56 -17:38:42.8  9.05    6.08    -15.56     1.21  --------  G3V          
M  15507 N/A       03:19:49.39 -67:09:32.6  8.99   13.00     23.41     6.66  --------  G3V          
M  15527 N/A       03:20:03.58 -28:51:14.6  7.36   27.76    348.88   -64.82 03201-2850 G3V          
M  15940 N/A       03:25:15.04 -15:02:21.2  7.98   15.30   -147.15  -275.76  --------  G3V          
M  16038 N/A       03:26:33.69 -43:36:48.8  9.17   12.63     -0.64   -23.84  --------  G2/G3V       
M  16097 N/A       03:27:21.74 -41:13:15.0  9.26   11.68    -29.24   -52.08  --------  G3V          
M  16115 N/A       03:27:37.18 -73:26:22.3  8.32   15.45     74.70   127.32  --------  G3V          
M  16180 N/A       03:28:26.56 -26:36:38.7  9.03    8.85     58.24    30.95  --------  G3V          
M  16272 N/A       03:29:47.46 -47:23:33.8  8.79   14.48     65.40    78.99  --------  G3V          
M  16521 N/A       03:32:42.79 -51:47:20.4  9.47    8.80    104.72   109.29  --------  G2/G3V       
M  16799 N/A       03:36:12.97 -18:33:00.9  7.86    8.44     27.13   -76.37  --------  G3V          
M  16834 N/A       03:36:38.82 -13:19:06.9  9.67    7.92     31.00    -5.88  --------  G2/G3V       
M  16932 N/A       03:37:53.67 -22:05:55.9  9.39   12.82    -66.59   -67.95  --------  G3V          
M  16945 N/A       03:38:03.21 -51:35:31.0  9.85    6.21     -2.37    33.84  --------  G2/G3V       
M  17045 N/A       03:39:15.29 -27:40:44.5  9.32    8.58     54.64   -92.65  --------  G3V          
M  17258 N/A       03:41:49.04 -28:47:16.0  9.34    9.06     -2.87     9.48  --------  G2/G3V       
M  17310 N/A       03:42:19.87 -32:06:33.1  8.81   12.71     18.90    32.18  --------  G3V          
M  17411 N/A       03:43:47.84 -41:22:13.0  9.66    3.76     12.11   -10.02  --------  G3V          
M  17663 N/A       03:46:57.91 -50:29:36.2  8.90   10.84     23.06   106.43  --------  G3V          
M  17671 N/A       03:47:06.43 -56:02:29.2  9.48   11.65    363.03    33.53  --------  G3V          
M  17760 N/A       03:48:08.35 -58:13:20.3  8.94   13.77     10.25  -102.47  --------  G3V          
M  17820 N/A       03:48:47.30 -53:10:56.2  8.34   19.66    -53.37    -9.67  --------  G3V          
M  17931 N/A       03:50:04.21 -83:04:14.7  9.55    8.20    -10.08  -159.35  --------  G3V          
M  18065 N/A       03:51:39.66 -39:48:51.2  9.59    7.72     11.41    16.85  --------  G3V          
M  18271 N/A       03:54:31.20 -24:53:27.2  8.21   13.61    -45.61   -25.29  --------  G3V          
M  18302 N/A       03:54:47.72 -26:35:46.0  9.37    9.09     71.89    -7.04  --------  G3V          
M  18340 N/A       03:55:16.69 -27:43:46.9  9.34    4.20     53.82   -46.75  --------  G3V          
M  18714 N/A       04:00:31.98 -41:44:54.4  8.36   18.50     69.26    -6.50 04005-4145 G3V          
M  18888 N/A       04:02:58.43 -44:23:31.8  8.12   15.00    -60.87   -83.41  --------  G3V          
M  19113 N/A       04:05:53.56 -26:39:24.1  9.30   11.55     27.46     9.37  --------  G3V          
M  19233 N/A       04:07:21.54 -64:13:20.2  6.37   43.12    185.91   336.76  --------  G3V          
M  19300 N/A       04:08:14.45 -49:10:56.4  9.28    9.55    101.62    23.06  --------  G2/G3V       
M  19312 N/A       04:08:23.06 -51:20:55.7  9.52    9.02     30.48    18.05  --------  G3V          
M  19494 N/A       04:10:34.66 -26:36:30.2  8.65   11.81    106.23   -24.68  --------  G3V          
M  19658 N/A       04:12:43.74 -47:33:56.6  8.73   16.98     36.66    22.20  --------  G3V          
M  19705 N/A       04:13:17.04 -48:16:18.2  9.31    7.36     31.64    15.07  --------  G3V          
M  19793 N/A       04:14:32.32 +23:34:29.7  8.05   21.69    121.09   -48.34  --------  G3V          
M  19807 N/A       04:14:51.35 -25:00:40.3  9.16   11.30     23.73   -37.98  --------  G3V          
M  19905 N/A       04:16:13.31 -30:51:55.5  8.90   11.47     81.71   -21.20  --------  G3V          
M  20052 N/A       04:18:00.15 -45:39:03.8  7.53   17.96     57.07    55.37  --------  G2/G3V       
M  20365 N/A       04:21:41.64 -42:35:54.1  8.85    9.32    113.65    -2.36  --------  G3V          
M  20478 N/A       04:23:20.16 -25:23:42.0  7.82   24.90     36.73  -268.47  --------  G3V          
M  20649 N/A       04:25:29.27 -34:51:48.6  9.43   11.17     -3.78    -8.57  --------  G2/G3V       
M  20893 N/A       04:28:39.19 -11:57:30.5  7.63    5.23      3.61     5.68 04287-1158 G2/G3V       
M  21072 N/A       04:31:00.67 -46:00:09.9  9.61    7.64    -62.21    -3.80  --------  G2/G3V       
M  21077 N/A       04:31:03.71 -39:51:40.0  9.27   12.18     39.48    -4.50  --------  G3V          
M  21379 N/A       04:35:15.42 -43:59:52.1  9.68    5.53     32.78    16.68  --------  G3V          
M  21414 N/A       04:35:45.69 -21:20:23.7  8.18   18.65    113.03   -41.64  --------  G3V          
M  21545 N/A       04:37:33.65 -64:07:20.4  9.45    8.02     26.64    36.17  --------  G3V          
M  21596 N/A       04:38:11.87 -20:50:30.5  9.33    8.97     26.01   -32.43  --------  G2/G3V       
M  21632 N/A       04:38:43.95 -27:02:01.7  8.47   18.27     55.99   -10.76  --------  G3V          
M  21757 N/A       04:40:18.39 -46:17:35.8  8.67   11.79      0.01   -24.91  --------  G3V          
M  21778 N/A       04:40:42.43 -28:12:04.4  7.74   24.60    -15.88  -282.52  --------  G3V          
M  21872 N/A       04:42:08.90 -35:28:34.2  8.41    6.81    -31.32   -28.17  --------  G3V          
M  21984 N/A       04:43:33.17 -66:44:33.4  8.50    4.08     35.73    70.91  --------  G3V          
M  22073 N/A       04:44:53.00 -46:23:47.2  9.31   11.60    -28.85    63.00  --------  G3V          
M  22162 N/A       04:46:05.88 -29:03:43.4  8.83   11.27    134.92    50.02  --------  G3V          
M  22167 N/A       04:46:07.95 -27:23:42.0  9.59    6.09      5.92    34.66  --------  G3V          
M  22263 N/A       04:47:36.29 -16:56:04.0  5.49   75.10    130.41   169.20  --------  G3V          
M  22308 N/A       04:48:18.79 -26:51:13.6  9.68    9.00     54.28    -4.12  --------  G3V          
M  22444 N/A       04:49:47.28 -48:18:40.8  7.77    2.21     -8.87    11.82  --------  G3V          
M  22504 N/A       04:50:33.25 -85:22:30.6  8.14   23.20     48.40   -38.00  --------  G3V          
M  22643 N/A       04:52:19.66 -29:25:56.0  8.58   11.21     49.09    -5.49  --------  G3V          
M  23218 N/A       04:59:47.14 -32:04:41.6  9.86    5.31     -6.76   -23.36  --------  G3V          
M  23316 N/A       05:00:51.87 -41:01:06.7  9.52   13.77     32.09    11.96  --------  G3V          
M  23322 N/A       05:00:57.21 -22:36:07.2  9.47   12.68    206.88   -87.26  --------  G3V          
M  23552 N/A       05:03:52.82 -28:29:45.3  9.61    7.56     53.09   -29.83  --------  G3V          
M  23553 N/A       05:03:52.73 -40:36:28.0  8.38   18.60     -8.42   -58.88  --------  G3V          
M  23926 N/A       05:08:29.90 -41:12:49.2  6.75   17.40    -75.06   283.57 05085-4113 G3V          
M  24026 N/A       05:09:48.66 -67:52:06.5 10.08    6.95      8.47    -4.40  --------  G2/G3V       
M  24153 N/A       05:11:13.22 -66:41:16.6  9.14    9.21    -25.82    12.08  --------  G3V          
M  24282 N/A       05:12:39.68 -31:18:32.4  9.08    8.74    -17.47   -64.28  --------  G2/G3V       
M  24339 N/A       05:13:25.25 -18:33:30.9  7.74   10.01     -6.24   -37.31  --------  G2/G3V       
M  24597 N/A       05:16:35.07 -42:30:51.8  8.28   21.26     14.90    92.57  --------  G3V          
M  24711 N/A       05:18:03.30 -34:01:46.6  8.39   14.12     72.99    20.68 05181-3402 G3V          
M  25616 N/A       05:28:21.02 -22:26:02.1  6.78   28.28   -136.68   147.17  --------  G3V          
M  25703 N/A       05:29:19.56 -36:34:17.4  8.90    5.69     39.27   -18.14  --------  G3V          
M  25709 N/A       05:29:24.10 -34:30:55.5  8.47   13.38     24.37     5.50  --------  G2/G3V       
M  25795 N/A       05:30:30.43 -37:12:09.4  8.30   22.63    173.18   172.23  --------  G3V          
M  25843 N/A       05:31:01.16 -28:31:43.4  8.18   20.22    -20.82   139.50  --------  G3V          
M  26014 N/A       05:33:04.98 -34:29:38.7  9.21   14.60    -25.32  -133.20  --------  G2/G3V       
M  26339 N/A       05:36:32.96 -30:09:32.1  9.09    9.14     55.20   -44.20  --------  G2/G3V       
M  26534 N/A       05:38:37.86 -16:55:09.4  7.59   17.88    106.17  -102.82  --------  G3V          
M  26635 N/A       05:39:40.61 -41:50:45.8  9.53    7.71     -9.91    94.90  --------  G3V          
M  26703 N/A       05:40:30.37 -30:43:24.8  9.05    9.84    120.53   142.41  --------  G3V          
M  26815 N/A       05:41:38.26 -30:40:26.9  8.83   10.43     -1.24   -53.21  --------  G3V          
M  27708 N/A       05:52:01.67 -31:29:51.8  9.40    8.17    -11.68   -13.92  --------  G3V          
M  27739 N/A       05:52:20.73 -45:25:33.9  9.05   10.22    -17.89    64.30  --------  G2/G3V       
M  28075 N/A       05:56:07.16 -26:49:21.5  9.38    8.19     94.75   -20.55  --------  G3V          
M  28177 N/A       05:57:13.67 -28:52:54.1  8.26   12.71     29.42   -84.65  --------  G3V          
M  28236 N/A       05:57:57.97 -32:50:13.0  9.58    8.71     39.00   -42.07  --------  G3V          
M  28241 N/A       05:58:03.72 -35:48:01.2  8.26   16.36    -14.53   -58.10  --------  G2/G3V       
M  28242 N/A       05:58:04.89 -53:31:56.7  9.33    8.19    -37.76    11.07  --------  G3V          
M  28311 N/A       05:58:56.50 -34:21:33.3  8.17   16.58    -24.01     2.72  --------  G3V          
M  28336 N/A       05:59:16.54 -17:53:59.2  8.98   15.23     70.12   194.62  --------  G3V          
M  28419 N/A       06:00:07.55 -38:10:03.3  8.59   15.69     79.12   -10.10  --------  G3V          
M  28641 N/A       06:02:52.59 -30:24:28.7  9.07   11.51    -73.57  -142.59  --------  G3V          
M  29144 N/A       06:08:51.94 -50:40:30.0  8.64    1.01     -1.74    15.13  --------  G3V          
M  29349 N/A       06:11:14.00 -44:13:28.2  8.92   10.38      2.35   -79.15  --------  G2/G3V       
M  29479 N/A       06:12:40.55 -43:37:44.2  8.31   19.82    -33.69  -145.08  --------  G3V          
M  29754 N/A       06:15:56.56 -14:26:01.8  9.19   10.12    -34.37  -130.17  --------  G2/G3V       
M  29772 N/A       06:16:08.37 -41:38:29.3  8.82   10.76     -7.93  -131.02  --------  G3V          
M  29923 N/A       06:17:59.13 -29:38:35.3  9.27    8.09     58.70     9.99  --------  G2/G3Vp...   
M  30172 N/A       06:20:54.76 -37:29:36.5  7.88    5.46     56.82     0.47  --------  G3V          
