M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M   7888 N/A       01:41:28.69 -61:59:42.1  8.83    6.12    -31.86   -29.69  --------  F3V          
M   7889 N/A       01:41:28.92 +24:11:00.6  8.88    8.42      9.15   -19.15  --------  F3Vws        
M   7898 N/A       01:41:35.28 -46:00:26.8  8.38    2.79     38.21     9.74  --------  F3V          
M   7937 N/A       01:42:02.02 -19:11:33.0  7.72    8.20    -28.60   -29.08  --------  F3V          
M   8011 N/A       01:42:51.19 -44:53:06.1  9.09    5.75     44.11   -23.40  --------  F3V          
M   8172 N/A       01:45:04.53 -59:43:05.5  9.10    7.46    -14.14   -18.28  --------  F3V          
M   8293 N/A       01:46:55.78 -27:40:10.4  8.81    9.74     35.92   -13.29 01469-2740 F3V          
M   8340 N/A       01:47:33.59 -22:49:23.4  9.80    1.42     -1.16   -52.60  --------  F3V          
M   8348 N/A       01:47:39.49 -22:23:34.0  9.74    3.78      7.74    10.85  --------  F3V          
M   8431 N/A       01:48:40.72 -38:39:27.2  7.57   10.89    -58.73   -92.46 01487-3839 F3V          
M   8459 N/A       01:49:05.10 -15:34:54.8  8.65    6.41     30.17   -13.26  --------  F3V          
M   8583 N/A       01:50:46.49 -47:29:43.5  9.77    6.98      3.51    31.00  --------  F3V          
M   8620 N/A       01:51:11.47 -24:25:42.0  8.99    1.64     -0.71    12.60  --------  F3V          
M   8634 N/A       01:51:20.94 -43:22:03.8  9.25    5.89     24.25    12.39  --------  F2/F3V       
M   8638 N/A       01:51:24.28 -15:54:58.9  9.23    3.97      6.23    41.58  --------  F2/F3V       
M   8680 N/A       01:51:41.84 -57:21:54.8  9.22    6.86     22.35    -3.18  --------  F3V          
M   8722 N/A       01:52:12.32 -39:40:28.1  8.08   12.70    -43.27   -43.40 01522-3941 F3V          
M   8748 N/A       01:52:34.54 -34:11:39.1  7.91    7.61    -11.87   -22.34  --------  F3V          
M   8773 N/A       01:52:51.02 -33:25:59.3  9.55    6.26      0.71   -20.67  --------  F3V          
M   8900 N/A       01:54:37.79 -13:54:50.0  8.27    6.09     69.64    17.65  --------  F3V          
M   8954 N/A       01:55:19.03 -14:06:18.4  8.73    6.27     78.92    41.38  --------  F3V          
M   8963 N/A       01:55:27.14 -22:02:48.5  9.41    3.88     18.49     2.58  --------  F2/F3V       
M   8988 N/A       01:55:49.10 -20:33:46.8  8.02    7.00      0.55   -91.22  --------  F3V          
M   9209 N/A       01:58:28.00 -41:10:12.3  7.23   14.56     65.02   -25.04 01585-4110 F3V          
M   9250 N/A       01:58:54.75 -86:11:03.6  9.45    7.09      2.71    31.21  --------  F3V          
M   9284 N/A       01:59:19.33 -44:44:31.4  8.56    4.13     53.09    30.66  --------  F3V          
M   9294 N/A       01:59:25.55 -23:26:11.0  8.16    7.28     93.84    45.21  --------  F2/F3V       
M   9308 N/A       01:59:35.80 -65:26:53.4  7.30   14.86    116.44    71.01  --------  F3V          
M   9373 N/A       02:00:28.03 -31:50:01.5  8.70    9.68    -18.98     8.93  --------  F3V          
M   9382 N/A       02:00:33.54 -30:25:27.4  8.91    7.58    -48.15   -46.22  --------  F3V          
M   9426 N/A       02:01:05.12 +35:18:22.5  8.17   10.92     82.62    69.65 02011+3518 F3V          
M   9442 N/A       02:01:17.58 -20:53:57.5  9.14    6.73     -8.53    -0.63  --------  F3V          
M   9506 N/A       02:02:18.58 -18:53:53.4 10.04    1.74     18.40     4.12  --------  F3V          
M   9628 N/A       02:03:43.47 -59:23:19.4  8.69    7.18    -23.08    -9.67  --------  F3V          
M   9686 N/A       02:04:35.48 -65:08:12.5  7.27   13.88    114.58    91.81 02046-6508 F3V          
M   9968 N/A       02:08:21.25 -53:29:28.0  8.52    7.42      1.02     9.71  --------  F3V          
M  10002 N/A       02:08:48.44 -24:01:43.2  8.98    8.11     40.90    24.25  --------  F3V          
M  10026 N/A       02:09:03.26 -16:38:54.5  8.67    7.59    -11.37    -5.31  --------  F3V          
M  10073 N/A       02:09:36.11 -46:00:25.9  9.37    5.67      1.74   -17.12  --------  F3V          
M  10096 N/A       02:09:48.47 -40:51:59.4  6.49   14.68     48.51   -22.51  --------  F3V          
M  10121 N/A       02:10:09.46 -56:10:15.0  9.81    5.27     90.11    36.45  --------  F3V          
M  10133 N/A       02:10:18.41 -46:26:28.1  8.57    4.51    -10.08    -0.96  --------  F3V          
M  10367 N/A       02:13:36.07 -24:47:24.7  7.92    7.27     -6.90    32.50  --------  F3V          
M  10441 N/A       02:14:32.14 -35:10:25.2  9.06    8.11     10.36    19.83  --------  F3V          
M  10555 N/A       02:15:54.71 -19:08:14.3  8.69    4.98    -14.96   -13.05  --------  F3V          
M  10570 N/A       02:16:02.82 -52:53:19.3  7.14   11.24    -26.56    11.87  --------  F3V          
M  10637 N/A       02:16:56.19 -16:19:04.7  9.28    9.92      1.38    -8.23  --------  F3V          
M  10658 N/A       02:17:11.07 -19:59:48.7  7.99   10.91     48.71     4.52  --------  F3V          
M  10696 N/A       02:17:42.08 -49:23:43.9  9.02    9.56    136.66   100.29  --------  F3V          
M  10759 N/A       02:18:26.76 -18:12:27.0  9.45    3.43    -23.42   -30.71  --------  F3V          
M  10879 N/A       02:20:00.18 -24:28:47.7  8.85    6.85     17.29     5.96  --------  F3V          
M  11013 N/A       02:21:49.73 -14:17:04.3  7.32   10.20     -5.78   -37.09  --------  F2/F3V       
M  11059 N/A       02:22:20.88 -32:57:07.0  8.36    8.56     17.72     2.53  --------  F3V          
M  11181 N/A       02:23:59.72 -47:55:05.2  7.81   12.39    -43.92   -24.72  --------  F3V          
M  11250 N/A       02:24:49.21 -61:27:37.7  8.15    9.99     42.21    30.74  --------  F3V          
M  11288 N/A       02:25:24.57 -49:15:08.8  8.88    5.41     55.64     7.77  --------  F3V          
M  11534 N/A       02:28:43.17 -38:57:37.2  8.92    3.62     -2.21     3.70  --------  F3V          
M  11552 N/A       02:28:51.52 -24:48:44.1  8.93    8.40     77.32    -8.60  --------  F3V          
M  11647 N/A       02:30:14.99 -33:06:29.6  8.01    8.29     23.45    -3.23  --------  F3V          
M  11696 N/A       02:30:50.65 +55:32:54.2  6.97   18.81     81.85   -97.15 02308+5533 F3V          
M  11718 N/A       02:31:15.19 -11:58:26.8  9.57    6.34    -13.72   -19.47  --------  F3V          
M  12267 N/A       02:37:57.41 -11:44:40.9  9.48    6.42     70.05   -22.72  --------  F3V          
M  12289 N/A       02:38:18.86 -72:51:59.1  8.21    7.80     57.49     7.57  --------  F3V          
M  12343 N/A       02:38:56.56 -18:11:32.9  9.94   -0.30     -1.72    10.13  --------  F3V          
M  12352 N/A       02:39:02.41 -20:53:12.4  8.55    4.48      1.00   -51.29  --------  F3V          
M  12360 N/A       02:39:06.67 -24:20:19.4  8.23    5.48     -8.59   -41.84  --------  F3V          
M  12386 N/A       02:39:27.66 -13:20:06.0  8.19    6.99     24.83   -45.10  --------  F3V          
M  12447 N/A       02:40:15.69 +06:06:42.9  6.26   25.24     51.42    -3.79  --------  F3V:         
M  12455 N/A       02:40:22.49 -14:25:22.2  9.31    4.76     35.21    -2.66  --------  F3V          
M  12558 N/A       02:41:31.01 -41:40:45.2  9.37    1.46    -30.92   -21.58  --------  F3V          
M  12689 N/A       02:43:01.83 -16:37:25.1 10.34    1.02     19.97    -2.19  --------  F2/F3V       
M  12693 N/A       02:43:03.11 -41:14:13.8  8.65    7.10     50.36    20.81  --------  F3V          
M  12700 N/A       02:43:09.24 -19:02:36.6  9.03    8.56     94.68    69.92  --------  F3V          
M  12833 N/A       02:44:58.36 -17:46:52.0  9.15    4.49     33.03     5.17  --------  F3V          
M  12864 N/A       02:45:22.79 -24:39:07.5  8.24   10.40     39.56    27.17  --------  F3V          
M  12887 N/A       02:45:40.47 -33:52:28.1  8.20   11.49    -15.92    -4.95  --------  F3V          
M  12941 N/A       02:46:26.14 -21:39:39.4  7.19   13.49    103.09    41.29  --------  F3V          
M  12960 N/A       02:46:40.47 -72:55:53.7  8.54   11.90      4.51     9.74  --------  F3V          
M  13006 N/A       02:47:10.80 -34:14:12.3  9.32    2.78     -5.57    20.16  --------  F3V          
M  13325 N/A       02:51:29.06 -27:38:00.1  8.80    3.57      1.93     3.06  --------  F3V          
M  13618 N/A       02:55:27.49 -51:15:38.5  8.36    8.71     45.36    -2.92  --------  F3V          
M  13619 N/A       02:55:27.59 -00:28:08.4  8.51    5.22     26.70   -34.27  --------  F3V          
M  13688 N/A       02:56:18.29 -31:16:17.6  9.76    5.16     14.91   -12.66  --------  F3V          
M  13726 N/A       02:56:47.89 -46:43:25.7  8.78    5.64     10.16    27.36  --------  F3V          
M  13823 N/A       02:57:54.53 -57:33:27.6  9.04    9.14     31.83   -38.53  --------  F3V          
M  13942 N/A       02:59:36.19 -25:16:26.8  5.69   30.92    181.75    84.67  --------  F3V          
M  13972 N/A       02:59:57.58 -16:41:55.1  9.09    6.78    -18.65    13.13  --------  F2/F3V       
M  14252 N/A       03:03:48.06 -13:09:09.0  9.82    4.02     -2.21     3.13  --------  F3V          
M  14368 N/A       03:05:22.16 -75:41:43.5  8.31    6.96     -9.90   -17.70  --------  F3V          
M  14396 N/A       03:05:42.13 -24:12:22.2  8.55    7.35    -25.47     9.33  --------  F3V          
M  14432 N/A       03:06:17.07 -31:18:51.6  9.56    2.58     -5.86   -32.75  --------  F3V          
M  14466 N/A       03:06:41.74 -73:31:15.4  8.89    6.66     21.05    52.93  --------  F3V          
M  14522 N/A       03:07:32.09 +39:05:12.1  7.84    9.79    -29.76   -28.01  --------  F3V          
M  14646 N/A       03:09:16.52 -33:55:51.7  8.63    8.55    -44.37   -88.13  --------  F3V          
M  14663 N/A       03:09:26.75 -13:20:51.6  9.08    6.35     -4.33     4.97  --------  F3V          
M  14884 N/A       03:12:05.84 -64:19:57.4  9.21    8.68    -21.63    -7.28 03121-6420 F2/F3V       
M  14917 N/A       03:12:27.25 -46:29:25.2  7.91    6.58    -15.72   -50.87  --------  F3V          
M  14920 N/A       03:12:28.95 -29:25:20.5  8.48    5.71     47.85    22.09  --------  F3V          
M  15029 N/A       03:13:40.40 -17:02:04.2  8.90    4.07     57.92     8.08  --------  F2/F3V       
M  15103 N/A       03:14:49.60 -33:25:45.2  8.50    9.04    -21.48     5.25  --------  F3V          
M  15106 N/A       03:14:52.26 -50:33:07.6  7.57   10.49     31.10    -2.06  --------  F3V          
M  15208 N/A       03:16:03.88 -28:38:03.9  8.51    3.52      3.79    -2.79  --------  F3V          
M  15349 N/A       03:17:56.22 -15:30:31.4  9.57    6.17      7.91    19.86  --------  F3V          
M  15357 N/A       03:18:02.59 -28:47:49.4  5.93   16.14    155.37   -16.12  --------  F3V+...      
M  15432 N/A       03:18:52.95 -36:07:37.5  8.19   10.38     37.19    -5.48  --------  F3V          
M  15438 N/A       03:18:57.71 -73:59:10.4  7.23   12.75    -20.03   -91.44  --------  F3V          
M  15486 N/A       03:19:37.40 -25:34:43.9  8.22    3.86     -8.37   -21.48  --------  F3V          
M  15537 N/A       03:20:09.47 -40:17:40.1  9.07    9.94     34.80    -2.89  --------  F3V          
M  15664 N/A       03:21:44.56 -31:06:47.7  8.13    0.02     -6.01    -5.12  --------  F3V          
M  15676 N/A       03:21:58.10 -12:19:53.3  8.34    9.10    -32.44    -4.04  --------  F3V          
M  15842 N/A       03:24:03.86 -26:02:12.1  7.85    6.31     11.20   -45.33  --------  F3V          
M  15888 N/A       03:24:37.76 -44:41:54.2  8.57    5.71     26.82     4.18  --------  F3V          
M  15917 N/A       03:24:58.48 -46:28:03.4  9.79    2.68     -1.84    20.23  --------  F3V          
M  15968 N/A       03:25:36.25 -69:20:11.1  5.96   25.45     -0.41    64.81  --------  F3V          
M  16080 N/A       03:27:05.99 -37:53:26.0  8.12   12.23     -4.50    79.24 03271-3753 F3V          
M  16089 N/A       03:27:14.19 -26:54:34.1  8.77   11.23     53.62     8.07  --------  F3V          
M  16234 N/A       03:29:12.06 -12:05:10.1  8.80    6.69    -15.32     8.28  --------  F3V          
M  16337 N/A       03:30:35.49 -30:20:05.7  8.25   10.20     33.98    -7.16  --------  F3V          
M  16349 N/A       03:30:40.28 -27:55:19.2  7.81   11.72     52.36   109.25 03307-2755 F2/F3V       
M  16501 N/A       03:32:26.39 -11:57:54.6  8.52    7.84     -0.88   -13.03  --------  F3V          
M  16597 N/A       03:33:38.10 -22:57:01.2  8.58    4.30     20.42   -13.75 03336-2257 F3V          
M  16666 N/A       03:34:29.85 -34:49:56.7  7.04   15.55    -10.84   -50.75  --------  F3V          
M  16696 N/A       03:34:49.08 -44:38:36.1  7.83    9.99     -9.99     7.18  --------  F3V          
M  16762 N/A       03:35:42.56 -53:12:21.8  8.10   11.12     75.99   -31.16  --------  F3V          
M  16821 N/A       03:36:26.81 -77:06:58.2  9.02    2.67     36.18    24.56  --------  F3V          
M  16851 N/A       03:36:51.42 -33:46:50.4  6.93   18.69     42.25    16.88  --------  F3V          
M  16901 N/A       03:37:28.24 -42:28:10.3  8.53    7.40     62.76     8.04  --------  F3V          
M  16916 N/A       03:37:44.10 -20:28:03.0 10.24    3.00     23.66    13.63 03377-2028 F3V+...      
M  16959 N/A       03:38:10.24 -59:46:35.0  6.96   14.03     25.54    43.29 03381-5947 F3V          
M  17067 N/A       03:39:29.02 -39:07:15.4  9.31    3.22     38.87    22.42  --------  F3V          
M  17161 N/A       03:40:32.08 -19:25:13.3  8.99    5.85     26.40    71.42  --------  F3V          
M  17164 N/A       03:40:33.62 -52:41:52.4  8.24   10.81    -33.51   -38.94  --------  F3V          
M  17219 N/A       03:41:17.55 -35:26:15.4  9.12    7.36     29.80     1.70  --------  F3V          
M  17294 N/A       03:42:08.57 -49:25:36.3  8.29    4.00     16.60     7.38  --------  F3V          
M  17415 N/A       03:43:53.79 -31:26:26.3  8.32    5.20     44.33     9.44  --------  F2/F3V       
M  17497 N/A       03:44:51.23 +23:16:08.1  8.98    9.76     22.71   -43.67  --------  F3V          
M  17562 N/A       03:45:39.44 -17:08:36.5  8.14   10.71    138.18     0.06  --------  F3V          
M  17654 N/A       03:46:52.43 -45:50:08.3  9.19    6.16     32.28    16.47  --------  F3V          
M  17753 N/A       03:48:02.48 -23:11:51.4  8.19    9.92     10.05     4.54  --------  F3V          
M  17770 N/A       03:48:15.83 -41:18:39.0  8.85    5.93      6.50     6.86  --------  F3V:         
M  17838 N/A       03:49:00.25 -26:01:57.3  6.95   18.09    -37.64   -17.48  --------  F3V          
M  18281 N/A       03:54:35.61 -20:27:39.9  8.58    9.47     10.66   -17.57  --------  F3V          
M  18288 N/A       03:54:40.02 -50:02:04.7  9.48    3.22    -21.29   -21.11  --------  F3V          
M  18298 N/A       03:54:45.73 -17:21:28.4  8.99    7.74      4.47     1.20  --------  F3V          
M  18373 N/A       03:55:38.95 -21:35:45.6  8.58    4.66     27.24    23.04  --------  F3V          
M  18379 N/A       03:55:41.41 -35:14:53.6  9.65    5.62    -11.40     1.27  --------  F3V          
M  18493 N/A       03:57:12.48 -76:30:38.9  7.79    9.04     17.21    39.13  --------  F3V          
M  18619 N/A       03:59:02.26 -42:16:58.9  8.11    6.38      7.79    21.78  --------  F3V          
M  18654 N/A       03:59:36.57 -29:20:19.8  9.23    8.24     21.43   -22.98  --------  F3V          
M  18722 N/A       04:00:40.15 -12:51:34.2  8.72    2.10     43.51    -4.73  --------  F3V          
M  18797 N/A       04:01:38.63 -61:57:30.3  8.68    4.67     -9.26    -4.09  --------  F3V          
M  18809 N/A       04:01:50.12 -18:22:02.7  7.65    7.59      4.59    22.48  --------  F3V          
M  18934 N/A       04:03:31.16 -26:28:52.8  8.82    3.90     -6.32   -23.36  --------  F3V          
M  19192 N/A       04:06:46.41 -43:21:18.5  9.21    3.83    -12.15   -11.10  --------  F3V          
M  19213 N/A       04:07:06.29 -46:17:53.0  8.01   12.07     23.53    42.07  --------  F3V          
M  19369 N/A       04:08:56.26 -62:33:44.1  8.94    8.02    -21.34    13.88  --------  F3V          
M  19375 N/A       04:09:01.24 -17:36:47.9  7.99   14.44    -29.29   -33.46  --------  F3V          
M  19407 N/A       04:09:23.57 -27:48:35.3  8.72    4.55     16.32    14.73  --------  F3V          
M  19531 N/A       04:11:04.35 -34:06:47.0  8.44    6.98    -24.01     3.78  --------  F3V          
M  19543 N/A       04:11:08.76 -54:02:21.5  8.57    8.90    -17.89    16.40  --------  F3V          
M  19579 N/A       04:11:44.94 -59:10:11.4  8.07   11.30     43.81    25.56 04118-5910 F3V          
M  19580 N/A       04:11:46.40 -47:58:34.0  9.18    3.93     23.47    23.67  --------  F2/F3V       
M  19639 N/A       04:12:30.90 -36:09:09.1  7.12    7.15     62.18    24.55 04125-3609 F3V          
M  19719 N/A       04:13:33.11 +07:42:57.7  5.29   27.04     -3.99     4.45 04136+0743 F3V...       
M  20185 N/A       04:19:34.48 -25:57:23.8  7.85   10.07     63.85    47.79  --------  F3V          
M  20191 N/A       04:19:38.71 -50:57:23.7  8.67    9.91     11.65    47.55  --------  F3V          
