M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M  99385 N/A       20:10:19.58 -20:29:36.3  8.91   63.82   -457.40  -376.53  --------  K4Vp         
M 104820 N/A       21:14:09.91 -32:39:07.1  8.50   -0.37     18.64    -9.90  --------  K3/K4V       
M 106991 N/A       21:40:07.04 +01:10:29.1  8.08    1.20      4.06   -30.41  --------  K4V          
M 109816 N/A       22:14:34.81 -32:18:29.8  9.52   33.74     -3.83  -114.61  --------  K3/K4V       
M 110156 N/A       22:18:46.23 -29:45:09.1  9.95   25.36    220.57   -77.04  --------  K4V          
M 110606 N/A       22:24:28.41 +14:53:43.5  8.06    1.93      6.87    12.73  --------  K4V          
M 110750 N/A       22:26:13.52 -19:11:18.3  9.25   37.37    236.36   -26.55  --------  K3/K4V       
M 110996 N/A       22:29:15.24 -30:01:06.3  7.65   64.74    221.82  -813.00  --------  K4V          
M 111692 N/A       22:37:32.10 -28:46:25.4  9.27   -0.14     12.74     2.38  --------  K3/K4V       
M 113283 N/A       22:56:24.06 -31:33:56.0  6.48  130.94    330.53  -159.86  --------  K4Vp         
M 113634 N/A       23:00:48.68 -35:28:12.3  9.72   19.86    116.80   -52.31  --------  K3/K4V       
M 113718 N/A       23:01:51.54 -03:50:55.4  7.48   59.04    395.50  -207.11  --------  K4V          
M 116460 N/A       23:35:52.65 -46:09:50.2  9.70   24.44   -215.82  -345.73 23359-4610 K4V          
M 118261 N/A       23:59:13.70 -26:02:55.4  8.69   40.90   -232.18    12.89  --------  K3/K4V       
