M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M    744 N/A       00:09:08.58 -50:10:00.4  7.05    3.15     19.89    -6.51 00091-5010 B5V          
M   2912 N/A       00:36:52.85 +33:43:09.6  4.34    4.97     15.23    -3.56 00369+3343 B5V          
M   3478 N/A       00:44:26.19 +47:51:50.3  5.66    4.29    -39.77     8.54  --------  B5V...       
M   9461 N/A       02:01:46.28 +61:45:09.6  8.86    0.38     -1.89    -2.50  --------  B5V...       
M   9549 N/A       02:02:42.76 -57:35:41.0  8.85    2.06     33.38    41.11  --------  B5V          
M  10610 N/A       02:16:35.99 +49:49:11.5  7.73    2.44      2.56    -3.54  --------  B5Ve...      
M  10924 N/A       02:20:41.51 +47:18:38.9  6.17    3.90     13.00   -10.37  --------  B5V          
M  11607 N/A       02:29:43.54 +60:40:38.5  8.51    1.95     -3.49     0.80  --------  B5V          
M  12218 N/A       02:37:20.84 +39:53:46.0  6.54    3.54     12.55   -11.08  --------  B5V          
M  13441 N/A       02:53:03.89 -31:24:13.9  8.45   -0.57      4.19    -0.97  --------  B5Vn...      
M  14566 N/A       03:08:03.85 +52:12:48.6  6.33    4.70     23.53   -21.57  --------  B5V          
M  15114 N/A       03:14:55.31 +48:41:44.8  7.90    1.99     -1.27    -0.82  --------  B5Ve         
M  15444 N/A       03:19:07.64 +50:05:41.8  5.05    6.78     22.38   -25.26  --------  B5V          
M  15770 N/A       03:23:13.20 +49:12:47.7  5.32    5.22     20.70   -24.96  --------  B5V          
M  16147 N/A       03:28:03.07 +49:03:46.3  4.99    5.72     21.94   -26.83  --------  B5V          
M  16826 N/A       03:36:29.38 +48:11:33.4  4.32    4.66     21.41   -27.58  --------  B5Ve         
M  18216 N/A       03:53:42.70 -24:36:44.0  4.64    8.46     30.93    -7.18  --------  B5V          
M  18788 N/A       04:01:32.05 -01:32:58.8  5.28    7.20     27.96   -13.79  --------  B5V          
M  19968 N/A       04:16:53.56 +61:50:59.9  5.69    7.97      6.07   -21.36  --------  B5Vn         
M  20963 N/A       04:29:42.86 +10:31:18.7  6.77    4.71      0.04     2.06  --------  B5V          
M  21159 N/A       04:32:10.94 +29:00:56.0  9.18    2.91     -1.54    -9.25  --------  B5V          
M  22597 N/A       04:51:43.38 +09:58:30.2  6.11    4.63      2.38    -7.30  --------  B5V          
M  22840 N/A       04:54:50.71 +00:28:01.7  5.98    3.38     -0.49    -4.89  --------  B5V          
