M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M    296 N/A       00:03:41.49 -28:23:46.3  8.24   25.29    280.23  -143.11  --------  G8V          
M    736 N/A       00:09:03.32 -59:16:51.4  9.20    8.35    -58.26  -156.88  --------  G8V          
M    832 N/A       00:10:10.15 -33:16:51.7  9.34   -2.57     18.32   -42.66  --------  G8V          
M   1275 N/A       00:16:00.15 -22:25:17.7  9.76   19.25    220.90   -60.12  --------  G8V          
M   1672 N/A       00:20:55.28 -65:06:48.9  8.41   10.14     -9.45   -26.98 00209-6507 G8V          
M   1779 N/A       00:22:34.77 -73:01:56.5  8.59   22.53     -8.25   -45.85  --------  G8V          
M   1970 N/A       00:24:56.38 -41:53:09.6  7.63   10.47     86.84     4.21  --------  G8V          
M   2511 N/A       00:31:51.16 -27:49:42.1  9.60   15.71    189.69     6.38 00319-2750 G6/G8V       
M   2558 N/A       00:32:30.65 -44:03:57.4  8.91    5.90     17.15     5.62  --------  G8V          
M   2790 N/A       00:35:34.26 -39:44:46.6  7.45   34.30    116.10  -165.57  --------  G8V          
M   2944 N/A       00:37:22.52 -37:17:17.0  6.99   22.29    547.87   -40.97 00374-3717 G8V          
M   3053 N/A       00:38:45.05 -85:24:44.7  7.74   26.42    -86.37   -28.79 00388-8525 G8V          
M   3627 N/A       00:46:30.74 -84:00:44.8  8.53    6.13     49.67  -302.62  --------  G8V          
M   3745 N/A       00:48:03.70 -25:04:45.0  8.89   16.87    186.17   -46.29 00481-2505 G8V          
M   3768 N/A       00:48:23.27 +60:57:42.0  8.44    1.63      1.32   -28.83  --------  G8V          
M   4521 N/A       00:57:55.09 -15:12:58.5  9.39   12.49    111.84    43.60  --------  G8V          
M   4568 N/A       00:58:27.13 -37:03:42.0  9.67   10.99    106.90     2.14  --------  G8V          
M   5009 N/A       01:04:07.70 +15:13:38.8  8.75    6.82    116.05    -1.04  --------  G8V          
M   5136 N/A       01:05:47.15 -14:53:04.8  9.58   15.62     32.13   -11.70  --------  G8V          
M   5168 N/A       01:06:06.23 -41:30:03.0  8.91    5.49     39.71    59.99  --------  G6/G8V       
M   5291 N/A       01:07:43.03 -19:18:44.7  7.93   14.15     73.21  -169.11  --------  G8V          
M   5305 N/A       01:07:53.93 -45:18:49.6  9.70   10.31     27.55    23.50  --------  G8V          
M   5402 N/A       01:09:08.42 -36:08:36.2  9.21    6.04     -9.60   -75.45  --------  G8V          
M   5490 N/A       01:10:16.94 -40:37:21.8  9.58   17.12    142.58    35.04  --------  G8V          
M   5545 N/A       01:11:07.69 -47:33:43.0  9.38    3.96    -64.59    30.15  --------  G8V          
M   5775 N/A       01:14:07.24 -16:25:34.9 10.10    8.64    198.43  -108.82  --------  G8V          
M   6020 N/A       01:17:20.72 -51:19:31.8  9.84    5.59    123.39    -3.93  --------  G8V          
M   6535 N/A       01:24:00.96 +15:18:19.0  8.94    3.38     -9.09   -14.54  --------  G8V          
M   6585 N/A       01:24:35.58 -18:13:18.1  9.70    5.97    -62.92   -99.65  --------  G8V          
M   6608 N/A       01:24:49.38 -26:15:39.0  9.77    1.76     50.12    -8.97  --------  G6/G8V       
M   7023 N/A       01:30:30.53 -14:04:24.0  8.96   19.94     38.82    30.06  --------  G8V          
M   7091 N/A       01:31:22.17 -58:43:11.6  9.17   16.94    366.62   -91.75  --------  G8V          
M   7233 N/A       01:33:15.39 -12:42:28.7  9.37   16.01    174.22   154.03  --------  G8V          
M   7579 N/A       01:37:36.75 -49:15:51.7  9.59   16.56      5.30   102.50  --------  G6/G8V       
M   7705 N/A       01:39:11.02 +44:01:47.1  8.92   19.12    148.71  -165.53  --------  G8V          
M   7733 N/A       01:39:35.97 +28:06:39.6  7.74   29.41    500.73   144.91  --------  G8V          
M   7875 N/A       01:41:18.68 -19:56:17.7  9.09   16.75    169.96    50.13  --------  G8V          
M   7924 N/A       01:41:51.10 +45:13:15.1  8.60   18.51     -7.29   -57.25  --------  G8V          
M   8102 N/A       01:44:04.08 -15:56:14.9  3.49  274.17  -1721.82   854.07 01441-1557 G8V          
M   8142 N/A       01:44:42.26 +62:57:58.1  8.58    4.98    -19.51    -0.82  --------  G8V          
M   8193 N/A       01:45:19.97 -56:06:28.7  9.56   13.56    -31.15   -29.75  --------  G8V          
M   8394 N/A       01:48:19.29 -70:04:10.9  9.24   13.33    215.28   -49.51  --------  G8V          
M   8400 N/A       01:48:23.52 +45:54:57.1  8.58    2.55    -17.64    22.80  --------  G8V          
M   8522 N/A       01:49:55.06 +25:44:46.5  8.56   19.04    -48.02   -29.34  --------  G8V          
M   8578 N/A       01:50:37.02 -54:00:34.2  9.51   14.64    213.44    39.00  --------  G8V          
M   8676 N/A       01:51:40.62 -28:48:52.1  9.80    8.92     23.34     7.44  --------  G6/G8V       
M   9084 N/A       01:56:58.35 +62:59:24.2  8.73    2.82    -17.60    -3.43  --------  G8V          
M   9161 N/A       01:57:56.81 +61:11:33.4  8.04    4.51     10.01   -21.41  --------  G8V          
M   9289 N/A       01:59:22.16 -33:30:06.5  9.66    0.69      2.98   -12.10  --------  G8V          
