M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M     24 N/A       00:00:18.33 -23:27:09.7  9.05    9.73    127.15    22.22  --------  G0V          
M    179 N/A       00:02:16.69 -13:24:26.8  6.90   14.91    261.21    32.13  --------  G0V          
M    290 N/A       00:03:37.05 -31:05:38.8  7.78   15.26     93.72   -42.84  --------  F8/G0V       
M    342 N/A       00:04:18.98 -20:34:07.9  9.60    7.92     29.29   -51.95  --------  G0V          
M    413 N/A       00:05:02.63 -36:00:54.4  7.73   19.78    210.16    62.72  --------  G0V          
M    420 N/A       00:05:07.50 -52:09:06.2  7.53   23.90   -110.55  -130.74  --------  G0V          
M    425 N/A       00:05:09.79 -62:50:42.8  8.14   14.25     61.96    20.91  --------  G0V          
M    490 N/A       00:05:52.55 -41:45:11.0  7.51   24.85     97.62   -76.40  --------  G0V          
M    599 N/A       00:07:15.38 -41:53:22.4  8.23   17.18    -63.89    18.52  --------  F8/G0V       
M    624 N/A       00:07:37.43 -45:07:10.3  8.19    8.21     27.82   -98.92  --------  F8/G0V       
M    726 N/A       00:08:59.68 -39:44:13.7  7.72   18.22    113.13   -18.80  --------  G0V          
M    903 N/A       00:11:09.14 -87:24:51.2  8.85    4.41     26.67     4.96  --------  F8/G0V       
M   1047 N/A       00:13:04.10 -23:56:20.6  9.94    5.79      5.25     3.43  --------  G0V          
M   1203 N/A       00:15:03.60 -33:35:02.6  9.09    9.36    102.23   -54.73  --------  G0V          
M   1301 N/A       00:16:20.86 +16:38:46.9  9.74    8.67    347.29   -68.94  --------  G0V          
M   1453 N/A       00:18:06.10 -26:54:28.2  9.70    8.82      7.55    13.05  --------  F8/G0V       
M   1481 N/A       00:18:26.13 -63:28:39.0  7.46   24.42     90.37   -58.98  --------  F8/G0V       
M   1499 N/A       00:18:41.87 -08:03:10.7  6.47   42.67    417.66  -144.20  --------  G0V          
M   1500 N/A       00:18:42.04 -29:57:24.8  8.36   16.71    108.75    -1.85  --------  G0V          
M   1685 N/A       00:21:06.96 -26:15:40.3  9.34    9.51    114.54    25.43  --------  G0V          
M   1823 N/A       00:23:04.74 -65:07:16.1  7.88   21.66   -103.00   -52.69  --------  F8/G0V       
M   1914 N/A       00:24:13.36 -75:40:45.9  8.30   14.60      7.32   -84.19  --------  G0V          
M   1940 N/A       00:24:31.40 -28:24:55.7  9.26    4.79     15.34     9.51  --------  G0V          
M   1950 N/A       00:24:38.39 -15:44:16.3  9.13    8.85     20.38   -17.15  --------  G0V          
M   1977 N/A       00:25:03.97 -51:28:45.9  8.68   12.98    162.24   -35.18  --------  G0V          
M   2230 N/A       00:28:15.11 -50:37:41.0  8.92   12.57   -107.60   -19.77  --------  G0V          
M   2542 N/A       00:32:21.07 -51:59:25.6  8.69   10.38     55.60    -9.93  --------  F8/G0V       
M   2766 N/A       00:35:15.97 -29:12:35.5  8.62   11.34     16.12   -77.79  --------  G0V          
M   2845 N/A       00:36:02.91 -31:38:00.9  9.10    5.76     23.31    -9.87  --------  G0V          
M   3001 N/A       00:38:08.36 -66:02:34.1  7.37    9.56    122.92    53.20  --------  G0V          
M   3033 N/A       00:38:34.48 +06:01:18.3  8.77   14.61    116.31   -93.13  --------  G0V          
M   3101 N/A       00:39:28.23 +26:44:12.3  8.83   14.72    -39.44   -68.58  --------  G0V          
M   3148 N/A       00:40:01.89 -46:54:44.8  8.76   13.44     54.37    71.87  --------  G0V          
M   3241 N/A       00:41:14.23 -66:30:50.3  9.61    9.29     39.08    -6.11  --------  F8/G0V       
M   3295 N/A       00:42:02.21 -24:57:02.2  9.89    7.72     13.05   -10.69 00420-2457 G0V          
M   3321 N/A       00:42:20.90 -30:48:24.4  9.21    6.73    -12.87    -9.10  --------  G0V          
M   3328 N/A       00:42:24.79 -19:43:01.5 10.14    9.09    109.09    44.37  --------  G0V          
M   3470 N/A       00:44:21.98 -85:53:29.5  8.28   15.37     91.56    -4.20  --------  F8/G0V       
M   3586 N/A       00:45:47.52 -30:39:49.9  8.83    7.85     -5.94    10.98  --------  G0V          
M   3663 N/A       00:46:52.13 -18:17:55.2  9.56    6.98    103.53   -17.42  --------  G0V          
M   3706 N/A       00:47:34.81 -25:23:41.8  8.90    8.46    -15.38    -0.22  --------  G0V          
M   4026 N/A       00:51:35.77 -30:59:09.8  9.19    8.65    -22.10   -26.14  --------  F8/G0V       
M   4145 N/A       00:52:59.52 -32:39:29.8  9.11   11.82    214.86    93.76  --------  G0V          
M   4607 N/A       00:59:02.92 -43:14:48.9  9.21    7.57     96.00   -47.22  --------  F8/G0V       
M   4692 N/A       01:00:18.63 -20:16:37.5  9.04    9.78     78.28   -87.96  --------  G0V          
M   4739 N/A       01:00:52.23 -24:25:26.2  9.56   10.44    107.00   -11.35  --------  F8/G0V       
M   4882 N/A       01:02:44.00 -47:17:15.2  7.70   20.35    -35.05  -132.50  --------  G0V          
M   5311 N/A       01:07:57.61 -37:53:53.3  9.37   11.39     18.54    21.18  --------  G0V          
M   5418 N/A       01:09:15.08 -69:09:17.4  9.71    5.46      7.40   -40.88  --------  F8/G0V       
M   5456 N/A       01:09:50.31 -28:46:14.8  9.27   11.94     22.62    -0.68  --------  F8/G0V       
M   5600 N/A       01:11:49.70 -34:47:49.8  8.49    7.54      0.60   -86.09  --------  G0V          
M   5623 N/A       01:12:10.58 -73:54:25.4  7.17   16.15     98.04    31.06  --------  F8/G0V       
M   5777 N/A       01:14:07.18 +25:49:39.5  8.35   14.33     42.13   -60.30  --------  G0V          
M   5802 N/A       01:14:25.06 -41:53:39.1  8.49    7.40   -109.62   -53.75  --------  G0V          
M   6155 N/A       01:18:57.72 -71:06:55.8  8.22    9.24     99.12    85.13  --------  G0V          
M   6214 N/A       01:19:40.53 -42:34:01.1  9.70    7.38    -12.36   -39.95  --------  F8/G0V       
M   6225 N/A       01:19:48.09 -21:27:14.4  9.28    4.91     27.82    -9.92  --------  G0V          
M   6422 N/A       01:22:26.85 -47:42:34.9  8.65   12.60    -68.96  -122.85  --------  G0V          
M   6511 N/A       01:23:37.24 -41:16:11.3  7.70   17.75     58.18   -70.42  --------  G0V          
M   6719 N/A       01:26:28.76 -32:33:06.9  9.35    4.95     -6.77   -41.13  --------  G0V          
M   6802 N/A       01:27:30.59 -43:56:03.3  9.85    7.81   -106.36  -105.41  --------  G0V          
M   6905 N/A       01:28:55.32 -32:02:23.1  8.85   14.35    150.81   -33.80  --------  F8/G0V       
M   7040 N/A       01:30:46.18 -59:39:34.0  7.91   15.85    111.30   -24.94  --------  G0V          
M   7090 N/A       01:31:19.53 +29:24:47.1  7.32   23.18    177.63   -88.59  --------  G0V          
M   7107 N/A       01:31:33.87 -69:59:33.2  8.73   10.11     54.56     4.94  --------  G0V          
M   7284 N/A       01:33:51.96 -21:02:03.6  8.02   14.08     24.79   -90.34  --------  G0V          
M   7404 N/A       01:35:26.30 -13:22:51.6  7.17   27.36    240.55    37.92  --------  G0V          
M   7429 N/A       01:35:41.97 -55:14:16.7  7.85   20.82    148.23   188.41  --------  F8/G0V       
M   7438 N/A       01:35:47.94 -52:36:50.4 10.19    5.52    -12.07   -21.10  --------  F8/G0V       
M   7507 N/A       01:36:45.07 -21:26:58.9 10.01    7.07     15.61   -24.09  --------  G0V          
M   7696 N/A       01:39:04.37 -79:18:34.3  9.20    8.80    -26.23    27.46  --------  G0V          
M   7770 N/A       01:40:00.12 -29:40:25.7 10.05    4.05     20.09     5.93  --------  G0V          
M   7823 N/A       01:40:36.52 -31:42:58.3  8.57   13.66    132.29   -91.16  --------  G0V          
M   7892 N/A       01:41:32.24 -24:53:51.5 10.08    9.12     23.02    -1.31 01415-2454 G0V          
M   8147 N/A       01:44:46.02 -49:29:28.9  8.50    7.25     -1.60   -53.92  --------  F8/G0V       
M   8187 N/A       01:45:15.74 -26:21:36.6  9.15   11.82    161.55    -3.49  --------  G0V          
