M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M  20884 N/A       04:28:32.12 +01:22:50.9  5.53    8.47     17.66   -21.97  --------  B3V          
M  21575 N/A       04:37:54.33 +07:19:03.4  7.00    1.48      2.83    -3.05  --------  B3V          
M  21947 N/A       04:43:01.97 +45:37:49.4  8.63    1.05     -1.33    -3.43  --------  B3V          
M  22527 N/A       04:50:52.00 +28:18:50.6  7.53    2.72      7.54   -16.28  --------  B3V          
M  22663 N/A       04:52:28.24 -55:41:49.3  7.68    2.13     -0.62     4.54  --------  B2/B3V       
M  23364 N/A       05:01:26.34 -07:10:26.2  4.80    3.41     -0.23     5.16  --------  B3V          
M  23767 N/A       05:06:30.89 +41:14:04.1  3.18   14.87     30.60   -68.41  --------  B3V          
M  25028 N/A       05:21:31.84 -00:24:59.3  5.68    3.03     -0.28     1.18 05215-0025 B3V          
M  25066 N/A       05:21:58.28 -02:57:49.3  7.06    3.76     -0.04     4.66  --------  B3V          
M  25145 N/A       05:22:51.03 +03:33:07.9  7.17    3.34      2.24    -0.65 05228+0333 B3Vn         
M  25368 N/A       05:25:36.50 -01:29:28.7  6.44    4.12      1.46    -0.54  --------  B3V          
M  25496 N/A       05:27:09.37 -01:22:02.4  7.21    3.00      2.93    -1.98  --------  B3V          
M  25599 N/A       05:28:12.29 +35:25:52.0 10.46    2.08     -1.88    -1.63  --------  B3V          
M  25648 N/A       05:28:45.29 +01:38:38.2  6.91    3.30      0.47     0.60 05288+0139 B3V:n        
M  25844 N/A       05:31:01.57 +12:05:48.3  7.59    4.06     -0.80    -1.78  --------  B3V          
M  25881 N/A       05:31:29.89 +01:41:24.1  7.53    4.28     -2.30     0.36  --------  B3V          
M  26093 N/A       05:33:54.29 +14:18:20.0  5.60    6.35     -1.96    -5.74  --------  B3V          
M  26166 N/A       05:34:43.36 +05:39:39.1  6.71    1.12     -0.96     6.34  --------  B3V          
M  26213 N/A       05:35:12.79 -00:44:07.2  6.97    2.49      0.34     1.72  --------  B3V          
M  26314 N/A       05:36:15.03 -05:38:52.5  6.56    1.84      0.82    -1.02  --------  B3Vvar       
M  26581 N/A       05:39:02.40 -05:11:40.0  7.60    3.01     -0.18    -4.16  --------  B3V          
M  26612 N/A       05:39:25.09 -11:12:36.7  7.99    0.25      2.09     1.68  --------  B3Vn         
M  26683 N/A       05:40:13.54 -01:27:45.2  7.67    3.08     -1.15     2.27  --------  B3Vn         
M  26872 N/A       05:42:19.87 +43:03:34.5  7.26    1.61     -3.02    -3.79  --------  B3Vne        
M  26902 N/A       05:42:41.48 +36:08:59.4  8.94    1.66      2.21    -3.66  --------  B3V          
M  27103 N/A       05:44:50.67 -21:39:33.2  6.79    1.48     -0.17    -1.96 05448-2140 B3V          
M  27808 N/A       05:53:06.09 +26:26:43.4  8.11    0.94      0.17    -2.78  --------  B3V          
M  27937 N/A       05:54:41.11 -49:37:37.2  6.11    2.96     -5.23    13.82  --------  B3V          
M  28209 N/A       05:57:37.81 -40:07:40.2  8.57    0.56     -1.79     8.85  --------  B3Vn         
M  28783 N/A       06:04:38.41 +46:35:06.3  7.30    1.00     -2.10    -2.64  --------  B3Ve         
M  28973 N/A       06:06:51.89 -11:10:24.8  6.66    2.02     -0.54     1.86  --------  B3V          
M  29387 N/A       06:11:36.13 -21:28:17.9  8.62    2.54      0.93    -0.03  --------  B3V          
M  29464 N/A       06:12:29.16 -36:33:49.4  6.88    1.64     -3.69     5.90  --------  B3Vn         
M  29771 N/A       06:16:07.69 -16:37:04.7  5.97    3.90     -9.19     0.90  --------  B2/B3V       
M  29941 N/A       06:18:13.73 -19:58:01.1  5.51    3.28     -5.84     7.22  --------  B2/B3V       
M  30143 N/A       06:20:36.24 -34:08:38.9  5.55    1.62      0.42    19.94  --------  B3V          
M  30382 N/A       06:23:18.49 +03:45:52.1  6.41    2.97      1.61    -9.56  --------  B3V          
M  30739 N/A       06:27:31.79 -26:04:39.0  8.83    0.52     -2.35     5.35  --------  B3V          
M  31068 N/A       06:31:10.64 -61:52:46.4  6.15    2.84     -9.53    10.74  --------  B3V          
M  31436 N/A       06:35:13.12 -25:50:24.7  7.86    1.14     -2.84     4.10  --------  B2/B3V       
M  31875 N/A       06:39:46.81 -43:24:10.4  7.40    1.88     -9.97     9.44  --------  B3V          
M  31939 N/A       06:40:28.59 +09:49:04.2  8.15    2.92     -0.40    -5.01  --------  B3Vnn...     
M  31955 N/A       06:40:42.29 +09:39:21.2  7.96    1.50     -0.97    -6.08  --------  B3V          
M  31959 N/A       06:40:46.09 -28:51:09.0  8.09    3.05     -3.30     5.88  --------  B3V          
M  32354 N/A       06:45:10.49 -47:13:21.7  7.22    2.69     -1.53     6.55  --------  B3V          
M  32434 N/A       06:46:12.15 -37:46:31.2  6.19    2.25     -8.48     9.51  --------  B3Vne        
M  32810 N/A       06:50:23.35 -31:42:21.7  5.74    4.54     -1.70    15.12 06504-3142 B3V          
M  32867 N/A       06:50:58.09 -24:23:53.7  8.94    0.79     -1.44     4.71  --------  B2/B3Vn      
M  33182 N/A       06:54:22.49 -23:02:52.1  8.88    2.64     -1.90     3.62  --------  B2/B3V       
M  33200 N/A       06:54:35.91 -17:55:01.8  7.63    2.44     -3.79     5.14  --------  B3Ve         
M  33208 N/A       06:54:41.21 -24:15:20.4  8.80    1.77     -3.20     3.78  --------  B3V          
M  33211 N/A       06:54:42.58 -24:55:28.7  9.12    3.46     -3.43     2.38  --------  B3V          
M  33288 N/A       06:55:30.76 -27:08:13.5  8.23    0.28     -1.75     2.35  --------  B3V          
M  33330 N/A       06:55:54.78 -31:47:24.6  6.36    2.30     -8.17     6.67 06559-3147 B3V          
M  33457 N/A       06:57:21.22 -11:07:03.4  9.51    0.30      1.43     1.11  --------  B3V          
M  33490 N/A       06:57:41.07 +01:29:28.7  8.00    0.33     -0.59    -0.46  --------  B3V          
M  33492 N/A       06:57:42.63 -27:32:15.0  6.22    3.20     -8.99     7.60  --------  B2/B3V       
M  33554 N/A       06:58:22.92 -20:31:46.2  8.57    0.29     -2.19     3.46  --------  B2/B3V       
M  33591 N/A       06:58:43.69 -30:59:52.9  6.41    4.23    -10.74     6.63 06587-3059 B3V          
M  33663 N/A       06:59:35.29 -09:30:04.4  8.80    1.70     -1.74     4.30  --------  B3V          
M  33673 N/A       06:59:44.55 -28:23:58.9  7.23    1.68     -3.33     3.22  --------  B3V(n)       
M  33703 N/A       07:00:08.29 -20:09:30.3  6.32    2.73     -5.93     5.26  --------  B3V          
M  33708 N/A       07:00:12.27 -27:47:59.7  8.30    0.70     -4.52     2.15  --------  B3V          
M  33721 N/A       07:00:19.36 -22:07:08.6  6.53    2.46     -2.59     4.13 07003-2207 B3Vnn        
M  33769 N/A       07:00:47.54 -26:05:36.3  7.83    1.26     -2.91     4.28  --------  B2/B3V       
M  33814 N/A       07:01:12.24 -27:41:14.7  8.11    2.31     -3.23     2.60  --------  B3V          
M  34041 N/A       07:03:42.92 -25:05:02.0  6.86    1.79     -3.30     2.77  --------  B2/B3V       
M  34213 N/A       07:05:37.62 -11:09:26.1  9.38    0.85     -2.99     2.27  --------  B3V          
M  34227 N/A       07:05:46.06 -25:00:28.2  8.40    1.04     -2.46     4.63  --------  B3V:n        
M  34248 N/A       07:06:00.48 -30:39:20.5  6.34    3.93     -8.22     7.41  --------  B3V          
M  34339 N/A       07:07:07.08 -40:53:35.8  5.80    3.87    -10.62    11.30  --------  B3V          
M  34350 N/A       07:07:16.27 -59:42:59.1  6.46    2.24     -7.35     9.28  --------  B3V          
M  34478 N/A       07:08:44.47 -23:46:30.5  8.05   -0.15     -4.29     1.88  --------  B3V          
M  34601 N/A       07:10:00.52 -28:44:53.4  7.30    0.68     -3.82     3.30  --------  B3V          
M  34851 N/A       07:12:45.40 -51:12:42.5  7.20    1.22     -1.70     3.28  --------  B3Vn         
M  34878 N/A       07:12:58.11 -12:36:20.9  9.04    0.55     -4.44     1.21  --------  B3V          
M  34894 N/A       07:13:09.87 -20:34:52.7  8.48   -0.06     -5.27     4.78  --------  B3V          
M  34983 N/A       07:14:16.79 -28:10:10.2  7.90    0.91     -4.58     4.25  --------  B3V          
M  35051 N/A       07:14:55.11 -28:57:51.9  7.38    1.40     -5.16     3.65  --------  B3Vn         
M  35208 N/A       07:16:36.32 -23:49:36.6  7.58    0.49     -4.67     2.88  --------  B3V          
M  35226 N/A       07:16:49.41 -36:35:33.4  5.03    3.40    -10.39     6.21  --------  B3V          
M  35413 N/A       07:18:41.41 -20:07:51.3  8.64    2.19     -4.16     3.35  --------  B3V          
M  35609 N/A       07:20:53.09 -22:51:01.5  6.59    1.86     -8.64     5.04  --------  B3V          
M  35611 N/A       07:20:54.92 -26:57:49.8  6.00    1.81     -4.97     5.63 07209-2658 B3V          
M  35795 N/A       07:23:00.69 -31:55:25.5  5.40    2.28     -8.54     3.73  --------  B3V          
M  35830 N/A       07:23:19.60 -36:20:24.5  6.74    1.21     -3.35     8.12  --------  B2/B3Vp      
M  36320 N/A       07:28:34.35 -10:02:37.4  6.63    1.76    -10.20     2.84  --------  B3V          
M  36363 N/A       07:29:05.69 -38:48:43.4  5.41    5.86    -21.01    16.42  --------  B3V          
M  36582 N/A       07:31:25.77 -36:09:11.7  6.66    3.52    -13.11     7.04  --------  B3V          
M  36944 N/A       07:35:41.46 -25:20:26.0  8.65    1.90     -4.56     2.89  --------  B3V          
M  36972 N/A       07:35:59.75 -25:30:42.6  8.80    1.12     -4.35     4.41  --------  B3V          
M  37034 N/A       07:36:37.68 -44:59:14.2  7.20    1.49     -5.47    10.31  --------  B3V          
M  37245 N/A       07:38:58.59 -52:57:43.2  8.51    1.60     -8.21     7.54  --------  B3V          
M  37297 N/A       07:39:27.33 -38:18:28.8  4.84    5.68    -21.35    16.03  --------  B3V          
M  37439 N/A       07:41:10.00 -17:08:41.9  8.00    1.57     -7.53     4.88  --------  B3V          
M  37450 N/A       07:41:15.81 -38:32:00.7  5.41    5.28    -20.74    16.34  --------  B3V          
M  37597 N/A       07:42:51.28 -55:18:46.2  7.64    2.08     -5.44     5.75  --------  B3V          
M  37675 N/A       07:43:47.92 -40:18:33.5  6.58    3.36     -6.30     1.14  --------  B3Vne        
M  38028 N/A       07:47:35.21 -47:00:46.6  6.98    2.31     -4.14     9.85  --------  B3V          
M  38439 N/A       07:52:30.07 -21:59:59.0  9.09    1.91     -3.97     2.03  --------  B2/B3V:nn    
M  38457 N/A       07:52:38.84 -19:47:14.3  8.27    2.80     -8.02     4.22  --------  B3V          
M  38477 N/A       07:52:50.24 -50:31:18.0  7.10    1.14     -3.78     5.91  --------  B3V          
M  38727 N/A       07:55:43.29 -38:20:12.3  7.99    2.12     -8.68     2.64  --------  B3V          
M  38858 N/A       07:57:08.64 -33:14:59.6  7.31    1.92     -7.80     8.01  --------  B3V          
M  38896 N/A       07:57:38.07 -46:35:35.8  7.23    1.72     -3.88     8.76 07576-4636 B3V          
M  39063 N/A       07:59:30.61 -37:18:08.6  7.43    2.34     -6.85     7.05  --------  B2/B3V       
M  39138 N/A       08:00:19.97 -63:34:02.8  4.81    6.02     -1.88    19.31  --------  B3V          
M  39483 N/A       08:04:10.13 -04:49:37.0  7.61   -0.60     -2.87    -1.74  --------  B3V          
M  39584 N/A       08:05:20.30 -46:58:42.2  6.18    1.69     -6.07     6.43  --------  B3Vnp        
M  39774 N/A       08:07:41.85 -54:49:32.8  8.13    3.66     -4.93     5.86  --------  B3V          
M  39782 N/A       08:07:47.29 -19:09:43.9  8.74    0.30     -2.15     2.25  --------  B3V          
M  39866 N/A       08:08:37.64 -37:40:52.4  6.36    1.84     -7.81     8.71  --------  B3V          
M  40077 N/A       08:11:10.79 -48:27:43.1  5.83    4.48    -17.24     4.02  --------  B3V          
M  40265 N/A       08:13:22.29 -38:26:18.0  7.54    0.98     -4.84     5.25  --------  B3V          
M  40268 N/A       08:13:22.65 -36:18:37.5  7.34    2.51     -7.59     7.18  --------  B2/B3V       
M  40299 N/A       08:13:45.65 -46:34:43.2  6.49    3.23     -8.26     4.32  --------  B3V          
M  40397 N/A       08:14:51.25 -46:29:09.2  6.45    2.45     -5.24     7.94  --------  B3Vnne       
M  40629 N/A       08:17:41.30 -39:06:10.7  8.73    1.93     -4.69     5.44  --------  B3V          
M  40749 N/A       08:19:05.59 -48:11:52.3  6.45    3.96    -14.37     9.39 08191-4812 B3V          
M  41323 N/A       08:25:51.91 -42:09:11.0  5.45    4.01    -16.47    13.36  --------  B3V          
M  41599 N/A       08:28:52.06 -42:35:14.9  6.61    1.08     -8.63     9.71 08288-4235 B3Vnne       
M  41823 N/A       08:31:36.70 -45:47:05.1  7.00    2.65    -14.22     2.44  --------  B3V          
M  41970 N/A       08:33:19.86 -38:22:14.4  6.48    2.39    -10.72     5.73  --------  B2/B3V       
M  42038 N/A       08:34:09.59 -53:04:17.4  6.79    2.87    -12.14    10.13  --------  B3V          
M  42653 N/A       08:41:34.90 -44:59:30.9  6.70    2.49    -11.92    10.36 08416-4500 B3V          
M  42799 N/A       08:43:13.48 +03:23:55.1  4.30    6.99    -19.14    -1.29  --------  B3V...       
M  43105 N/A       08:46:42.55 -56:46:11.2  4.50    5.97     -9.40     8.64  --------  B3Vne        
M  43114 N/A       08:46:49.24 -34:37:22.6  6.33    3.64    -12.82     5.77  --------  B3V          
M  43229 N/A       08:48:20.86 -46:54:37.9  9.03    1.82     -3.75     5.35  --------  B3Vn:e       
M  43285 N/A       08:49:03.36 -43:45:40.3  7.33    3.03    -12.16     8.11  --------  B3V          
M  43464 N/A       08:51:11.10 -41:39:40.4  7.79    1.42     -6.43     4.70  --------  B3V          
M  43473 N/A       08:51:19.39 -39:44:42.4  7.71    1.45     -9.57     3.66  --------  B3V          
M  43520 N/A       08:51:50.04 -44:09:03.3  6.38    2.54    -12.87     6.66  --------  B3V          
M  43589 N/A       08:52:38.61 -48:21:32.8  5.92    3.00    -13.44     0.33  --------  B3Vn         
M  44213 N/A       09:00:22.25 -43:10:26.4  6.04    3.26     -8.89     0.51  --------  B3Vne        
M  44251 N/A       09:00:42.06 -38:25:10.1  7.28    1.70    -11.13     5.05  --------  B2/B3V       
M  46296 N/A       09:26:27.84 -54:52:27.7  7.16    1.11    -11.90     8.08  --------  B3V          
M  47137 N/A       09:36:19.56 -61:07:57.3  8.10    2.71    -11.23     6.47  --------  B3V          
M  48782 N/A       09:56:59.81 -69:06:06.5  6.18    3.00    -17.86     8.81  --------  B3V          
M  48835 N/A       09:57:42.60 -48:24:50.7  6.06    0.86     -9.34    -1.84 09577-4825 B3V          
M  50561 N/A       10:19:40.70 -59:08:45.8  6.95    3.28     -5.62     1.01  --------  B3Vn         
M  50780 N/A       10:22:08.91 -49:17:36.6  7.56    0.98     -8.81     1.22  --------  B3V          
M  51984 N/A       10:37:16.11 -53:51:18.9  6.43    1.97    -10.86     2.15  --------  B3Vn         
M  52370 N/A       10:42:14.12 -64:27:59.1  4.76    7.15    -17.75    11.27  --------  B3V          
M  52868 N/A       10:48:42.01 -67:18:18.6  7.80    2.31    -10.59     0.88  --------  B3V          
M  52977 N/A       10:50:13.00 -62:38:08.5  7.16    2.26    -15.82     2.97  --------  B3V          
M  53089 N/A       10:51:40.69 -62:54:19.2  7.79    1.84     -9.06     0.65  --------  B3V          
M  55938 N/A       11:27:51.08 -58:40:49.7  7.63    0.73    -13.08     3.36  --------  B3V          
M  56252 N/A       11:31:50.69 -68:03:28.5  8.57    0.65     -8.68     1.02  --------  B3Ve         
M  57628 N/A       11:48:59.23 -51:24:30.8  7.74    2.59    -12.29     1.85  --------  B3V          
M  57669 N/A       11:49:41.07 -63:47:18.5  4.30    7.10    -17.93     4.44  --------  B3V          
M  58326 N/A       11:57:40.01 -62:26:55.4  5.59    5.45    -24.01    -5.19  --------  B3V          
M  59449 N/A       12:11:39.11 -52:22:06.4  3.97    9.53    -42.17   -18.39  --------  B3V          
M  59830 N/A       12:16:07.41 -64:27:15.4  7.62    2.16    -11.96    -5.37  --------  B3V          
M  59959 N/A       12:17:51.63 -69:13:10.2  8.59    1.48    -10.17    -1.42  --------  B3Vnn        
M  60710 N/A       12:26:31.76 -51:27:02.2  4.82    8.16    -31.04    -9.83 12265-5127 B3Vn         
M  60737 N/A       12:26:52.35 -60:45:13.9  9.41    0.50     -6.36     0.15  --------  B2/B3V:n     
M  60823 N/A       12:28:02.38 -50:13:50.3  3.91    7.36    -32.49   -12.41  --------  B3V          
M  60905 N/A       12:28:54.87 -61:52:15.3  6.93    2.64    -11.13    -2.17 12289-6152 B3V          
M  61751 N/A       12:39:19.17 -71:37:18.4  9.01    0.72     -6.76     2.71  --------  B3V          
M  62327 N/A       12:46:22.72 -56:29:19.7  4.62    8.24    -33.11   -14.62 12464-5630 B3V          
M  63940 N/A       13:06:14.23 -58:15:39.3  9.32    1.99     -7.54    -1.28  --------  B3Vn         
M  65181 N/A       13:21:28.74 -67:32:12.7  7.03    1.80     -8.37    -7.17  --------  B3V          
M  65271 N/A       13:22:37.94 -60:59:18.2  4.52    9.20    -35.50   -15.19 13226-6059 B3V          
M  65438 N/A       13:24:40.78 -50:52:55.2 10.33    0.55     -4.13    -1.73  --------  B3V          
M  67809 N/A       13:53:28.22 -39:03:25.9  7.61    2.20     -8.46     0.54  --------  B3Vnne       
M  67969 N/A       13:55:10.04 -68:52:55.3  8.24    1.84     -7.28    -5.32  --------  B3V          
M  68829 N/A       14:05:37.51 -63:09:19.0  8.74    1.26     -5.99    -1.91  --------  B3V          
M  68992 N/A       14:07:28.81 -57:07:42.2  9.43   -2.36     -3.80    -0.80  --------  B3V          
M  69648 N/A       14:15:16.28 -58:46:49.3  8.31    2.15     -3.65    -0.72  --------  B3V          
M  71194 N/A       14:33:36.77 -58:49:14.8  7.75    0.73     -9.18    -4.63  --------  B2/B3Vn      
M  71216 N/A       14:33:49.72 -67:37:03.5  6.94    2.96     -9.25    -9.50  --------  B3Vn         
M  71666 N/A       14:39:28.84 -51:09:28.8  9.30    0.87     -2.54    -1.31  --------  B3V          
M  71709 N/A       14:40:05.48 -59:55:52.8  9.07    1.24     -2.65    -4.65  --------  B3Vne        
M  72364 N/A       14:47:48.10 -66:19:54.9  7.22    3.63     -6.99   -10.55  --------  B2/B3Vn      
M  72690 N/A       14:51:44.27 -60:29:54.3  8.94    1.77     -1.81     0.20  --------  B3V          
M  72843 N/A       14:53:22.12 -45:51:20.7  7.11    4.11     -3.78    -0.77 14534-4551 B3Ve         
M  72965 N/A       14:54:42.58 -65:59:27.9  6.09    2.66     -6.38   -12.23  --------  B3Vn         
M  73624 N/A       15:02:59.27 -32:38:35.8  5.45    9.32    -21.05   -19.66 15030-3239 B3V          
M  73881 N/A       15:06:02.42 -48:53:00.1  6.48    1.91     -2.26    -9.58  --------  B3V          
M  74011 N/A       15:07:30.07 -60:46:36.5  8.54    0.93     -5.50    -1.85  --------  B3Vn...      
M  74110 N/A       15:08:45.23 -61:38:01.5  6.82    3.24     -3.74    -6.82  --------  B3V          
M  74680 N/A       15:15:45.26 -14:41:34.4  8.16    5.52     -0.37   -33.19  --------  B3V          
M  75959 N/A       15:30:49.18 -71:39:14.8  6.39    3.10     -7.00   -21.76  --------  B3V          
M  76126 N/A       15:32:55.22 -16:51:10.2  5.53    4.24    -10.66   -15.26  --------  B3V          
M  77452 N/A       15:48:47.87 -54:23:44.3  7.91    1.73     -4.24    -4.72  --------  B2/B3Vnne    
M  77811 N/A       15:53:20.06 -20:10:01.3  5.04    9.15     -3.61   -19.00  --------  B3V          
M  78168 N/A       15:57:40.46 -20:58:59.1  5.84    7.16    -10.00   -22.35  --------  B3V          
M  79230 N/A       16:10:10.55 -40:07:43.7  7.07    1.48     -6.28    -8.92 16102-4008 B3Vne        
M  80815 N/A       16:30:12.48 -25:06:54.8  4.79    8.30     -3.42   -26.52  --------  B3V          
M  81214 N/A       16:35:19.20 -43:39:08.0  8.35    3.90      2.77    -2.30  --------  B3V          
M  81216 N/A       16:35:20.01 -53:38:50.2  7.20    1.68     -2.64    -3.86  --------  B3V:n        
M  81972 N/A       16:44:42.59 -40:50:22.7  5.64    6.62    -11.52   -21.63 16447-4050 B3V          
M  82034 N/A       16:45:27.73 -60:33:48.9  7.55    3.75     -2.64   -11.30  --------  B3V          
M  82868 N/A       16:56:08.84 -50:40:29.2  6.30    4.34    -10.21    -9.55  --------  B3Vnpe       
M  83506 N/A       17:03:59.56 -51:04:57.3  8.83   -2.35     16.34    -5.66 17040-5105 B3V          
M  84260 N/A       17:13:27.72 +45:22:20.0  7.56    1.38     -5.02    -7.40  --------  B3Vn         
M  86487 N/A       17:40:23.88 -28:55:23.5  7.22    1.23     -1.68    -5.54  --------  B3Vne        
M  86951 N/A       17:46:05.49 -36:39:32.5  8.46    1.52     -6.16   -18.03  --------  B3V          
M  87105 N/A       17:47:52.06 +34:16:40.3  6.61    2.40     -1.47    -3.79 17479+3417 B3V          
M  87163 N/A       17:48:27.84 -26:58:29.8  6.31    2.87     -1.17    -5.48  --------  B3Vn         
M  88123 N/A       17:59:56.43 -33:24:30.0  7.35    0.91      4.74    -3.43  --------  B2/B3V:ne    
M  88201 N/A       18:00:43.60 -13:46:48.7  8.05    0.79     11.38    -4.76  --------  B3V          
M  88346 N/A       18:02:30.16 +22:55:23.6  6.22    4.83     -2.99    -5.45  --------  B3Vn         
M  88857 N/A       18:08:28.75 -16:25:00.0  7.65    2.49      0.04    -4.43  --------  B3V          
M  89975 N/A       18:21:27.77 +25:03:24.4  6.99    1.95      3.74     5.19  --------  B3V          
M  89977 N/A       18:21:28.40 +05:26:08.6  6.14    0.97     -3.12    -8.05  --------  B3Ve         
M  90361 N/A       18:26:19.64 +26:13:39.7  6.89    3.65     -2.00    -4.80  --------  B3V          
M  90398 N/A       18:26:40.93 +26:26:57.1  6.50    4.17      1.66    -6.19 18267+2627 B3V          
M  92393 N/A       18:49:42.47 +15:56:04.3  6.68    2.31      2.56    -7.67  --------  B3V          
M  92957 N/A       18:56:18.65 +19:50:51.7  8.02    1.47      1.66    -5.40  --------  B3V          
M  92989 N/A       18:56:40.50 -37:20:35.7  5.36    7.67      8.79   -23.68  --------  B3V          
M  93177 N/A       18:58:46.59 +40:40:45.1  6.20    3.44      1.51    -0.35 18588+4041 B3V          
M  93732 N/A       19:05:08.54 +09:38:31.6  6.88    3.49      1.44    -4.17  --------  B3V          
M  93808 N/A       19:06:17.03 +41:24:49.5  6.51    1.60      1.19    -2.42  --------  B3V          
M  94043 N/A       19:08:45.19 +34:45:37.1  7.04    2.47      3.50     1.36 19088+3446 B3V          
M  94385 N/A       19:12:40.71 -07:56:22.2  5.35    2.68     12.69    -7.06  --------  B3V          
M  94899 N/A       19:18:41.54 -56:08:40.9  6.81    4.10    -29.92   -16.79 19187-5609 B3Vn         
M  94947 N/A       19:19:16.13 +23:18:14.7  7.62    2.60      0.97    -7.36  --------  B3V          
M  94962 N/A       19:19:27.70 +31:57:58.7  6.83    0.98     -1.93    -2.92  --------  B3V          
M  95673 N/A       19:27:36.40 +37:56:28.2  6.30    1.58     -0.90    -4.46  --------  B3Ve         
M  97680 N/A       19:51:04.69 -41:01:23.6 10.24    1.86     -5.38    -4.31  --------  B3V          
M  99080 N/A       20:06:53.40 +23:36:51.9  5.08    6.68     15.18     0.45  --------  B3V          
M  99415 N/A       20:10:38.23 +33:51:20.5  7.65    1.95      2.90    -1.88  --------  B3V          
M 101909 N/A       20:39:04.97 +15:50:17.4  5.99    2.51     -2.33   -15.14 20391+1550 B3V          
M 103871 N/A       21:02:48.62 +45:50:55.9  6.50    2.41      2.48    -3.89 21028+4552 B3Vn         
M 104320 N/A       21:07:57.41 +14:40:25.2  7.03    2.44     11.67    -2.87  --------  B3V          
M 105633 N/A       21:23:41.87 -12:03:36.5  8.01    0.33     17.42    -7.78  --------  B2/B3V       
M 105942 N/A       21:27:21.36 +37:07:00.5  5.30    1.84      2.49     2.66  --------  B3V          
M 106712 N/A       21:36:57.06 +68:11:07.2  8.28    0.84     -1.06    -3.68  --------  B3V          
M 106723 N/A       21:37:04.83 -19:27:57.5  4.51    4.92     13.48     0.81 21371-1928 B3V:p        
M 107480 N/A       21:46:11.06 +57:47:33.6  9.53    2.55     -3.73    -4.16 21462+5748 B3V          
M 108022 N/A       21:53:03.77 +25:55:30.5  5.09    6.37      9.12     0.34  --------  B3V          
M 108283 N/A       21:56:16.02 +62:53:40.6  7.64    1.64     -1.67    -3.81  --------  B3V          
M 108333 N/A       21:56:53.81 +65:35:36.5  7.53    2.23      5.80    -1.88  --------  B3V          
M 108508 N/A       21:58:56.59 +47:58:59.9  8.82    1.32     -2.07    -3.38  --------  B3V          
M 111550 N/A       22:35:53.39 +50:04:14.8  6.29    1.97      6.19    -0.03  --------  B3V          
M 111683 N/A       22:37:28.72 +39:26:19.9  7.59    3.07     -0.34    -5.04  --------  B3V          
M 112990 N/A       22:52:58.59 +49:51:53.1  8.51   -0.62     -5.27    -4.29  --------  B3V          
M 113226 N/A       22:55:47.06 +43:33:33.4  7.98    4.01     -0.33    -4.29 22558+4334 B3V:n        
M 113385 N/A       22:57:47.32 +68:24:25.9  8.15    0.39     -0.78    -0.80  --------  B3V          
M 113640 N/A       23:00:54.75 +38:42:28.2  6.57    3.66     -0.87    -7.81  --------  B3Vp         
