M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M     26 N/A       00:00:20.18 -13:23:36.1  9.13    9.19   -103.33   -33.35  --------  F7V          
M     98 N/A       00:01:13.72 -52:47:54.8  9.87    6.49     -2.09     1.70  --------  F6/F7V       
M    104 N/A       00:01:18.39 -31:53:58.6  9.34    8.16    -39.21    -0.87  --------  F7V          
M    140 N/A       00:01:48.80 -68:06:17.6  9.04    8.98    100.92   -35.54  --------  F7V          
M    238 N/A       00:02:57.49 -20:02:45.2  6.25   16.16    100.38    78.95  --------  F6/F7V       
M    524 N/A       00:06:19.96 -12:01:01.8  8.75    7.24     66.50     5.96  --------  F6/F7V       
M    547 N/A       00:06:39.59 -24:37:15.0  8.56    5.61    -25.68   -69.14  --------  F7V          
M    833 N/A       00:10:10.41 -19:59:00.8  9.47    6.10     18.92    -9.67  --------  F7V          
M    847 N/A       00:10:23.04 -11:47:09.0  8.38   10.15     24.05    -8.04  --------  F7V          
M    851 N/A       00:10:26.32 -14:27:08.4  8.35    6.17     70.12   -51.75  --------  F7V          
M    937 N/A       00:11:36.42 -23:37:56.4  7.85    7.57     56.05     2.62  --------  F7V          
M   1147 N/A       00:14:20.80 -21:11:49.0  6.89   18.19    -73.81  -233.62  --------  F7V          
M   1258 N/A       00:15:47.02 -66:55:26.5  8.54   11.65    -56.40     3.99  --------  F7V          
M   1665 N/A       00:20:51.76 -81:36:43.4  9.58    5.76     69.67     3.62  --------  F7V          
M   1666 N/A       00:20:52.34 -19:55:52.4  8.17    9.04     -7.05   -59.62  --------  F7V          
M   1668 N/A       00:20:53.98 -29:41:23.3  8.38   12.68   -113.07   -86.06  --------  F7V          
M   1712 N/A       00:21:33.13 -35:21:37.8  8.56   10.65     11.79    32.97  --------  F7V          
M   1729 N/A       00:21:51.02 -22:38:34.7  8.44    7.04    -33.42   -58.19  --------  F7V          
M   1814 N/A       00:23:00.68 -45:29:10.7  9.61    3.62     -4.44   -23.56  --------  F7V          
M   1820 N/A       00:23:03.99 -45:01:25.6  9.48    7.02      0.28   -23.24  --------  F6/F7V       
M   1857 N/A       00:23:27.22 -40:24:23.4  9.99    3.91      7.32   -18.99  --------  F6/F7V       
M   1890 N/A       00:23:52.86 -38:11:32.2  9.02    5.98     14.07   -19.33  --------  F7V          
M   1944 N/A       00:24:34.05 -24:44:21.1  9.32    7.66      7.91   -47.19  --------  F7V          
M   1953 N/A       00:24:41.22 -74:14:04.4  9.63    7.15      2.93   -13.62  --------  F7V          
M   2011 N/A       00:25:26.47 -34:49:48.7  8.85   10.52    252.20    73.56  --------  F7V          
M   2062 N/A       00:26:06.14 -13:04:40.6  8.74   10.58    -19.86   -53.70  --------  F6/F7Vw...   
M   2094 N/A       00:26:26.64 -39:42:03.7  9.08    8.85    -23.75     4.29  --------  F7V          
M   2196 N/A       00:27:44.79 -17:19:53.2  9.73    7.56      8.57    13.52  --------  F6/F7V       
M   2217 N/A       00:28:01.43 -49:44:10.8  9.12    3.97     58.60   -16.25  --------  F7V          
M   2284 N/A       00:29:10.88 -45:03:33.5  9.00    5.99     47.03    10.20  --------  F7V          
M   2434 N/A       00:31:01.61 +43:22:26.3  8.51   10.69    -76.38   -98.30  --------  F7V          
