M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M    163 N/A       00:02:04.12 -30:41:06.7  8.98    2.92     16.59     2.68  --------  A3V          
M    648 N/A       00:08:00.34 -78:35:55.4  7.18    8.95     -2.21     0.84  --------  A3V          
M    915 N/A       00:11:19.59 -32:24:14.0  8.44    1.58     18.74    -1.12  --------  A3V          
M   1859 N/A       00:23:27.60 -53:50:23.4  8.11    4.94     10.16     5.83  --------  A2/A3V       
M   2381 N/A       00:30:22.65 -23:47:15.6  5.17   18.08    -26.95    13.97  --------  A3V          
M   2465 N/A       00:31:18.48 -43:36:23.0  7.53    4.86     -6.43    -3.89  --------  A3V          
M   3459 N/A       00:44:14.39 -49:23:09.2  6.86    9.56     36.57    -0.44  --------  A3V          
M   4442 N/A       00:56:49.11 -25:21:48.0  7.19    7.38     39.54     1.06  --------  A2/A3V       
M   4844 N/A       01:02:18.47 +51:02:05.7  6.48    5.16     -4.18   -13.36  --------  A3V          
M   5139 N/A       01:05:49.14 +60:46:19.8  8.28    4.03      4.37   -12.81  --------  A3V          
M   5310 N/A       01:07:57.16 +20:44:20.8  5.56   20.23     85.43   -85.81  --------  A3V          
M   5442 N/A       01:09:36.03 -11:40:42.8  7.57    8.30     15.61    -4.33  --------  A3V          
M   5626 N/A       01:12:16.82 +79:40:26.2  5.60   11.98     95.83    -4.91  --------  A3V          
M   6061 N/A       01:17:47.95 +03:36:52.1  5.13   14.83    -48.38   -22.37  --------  A3V          
M   6193 N/A       01:19:28.00 +27:15:50.6  4.74   10.49     26.21   -11.62  --------  A3V          
M   6659 N/A       01:25:27.65 -28:46:56.0  8.34    5.69     33.94   -11.66  --------  A3V          
M   6672 N/A       01:25:37.76 -38:10:55.5  8.87    4.62     23.79     7.75  --------  A3V          
M   7283 N/A       01:33:50.72 +89:00:56.3  6.46   10.15     64.92   -32.43  --------  A3V          
M   7364 N/A       01:34:51.62 +12:33:31.0  7.28   12.00      9.67   -13.78 01349+1234 A3V          
M   7911 N/A       01:41:41.21 -50:02:19.1  6.63    7.04    -14.44   -15.66  --------  A3V          
M   7940 N/A       01:42:02.94 -41:07:05.0  8.66    4.60      9.86   -13.95  --------  A3Vn         
M   8097 N/A       01:43:56.88 -30:43:38.2  8.62    2.87     19.01    -8.94  --------  A3V          
M   8318 N/A       01:47:15.79 -17:29:00.7  7.37    5.11     -5.12   -11.10  --------  A3V          
M   8721 N/A       01:52:11.52 -32:32:23.4  7.97    3.66     -9.46     1.49  --------  A2/A3V       
M   8727 N/A       01:52:14.90 -47:30:42.3  8.33    3.61      5.58     5.98  --------  A3V          
M   8771 N/A       01:52:50.73 +51:28:29.4  6.28    6.59    -13.61    -6.84  --------  A3V          
M   8882 N/A       01:54:22.03 -42:29:49.0  5.12   10.55    -34.32   -28.34  --------  A3V          
M   9038 N/A       01:56:24.91 -59:47:32.6  8.74    3.43     14.30    -2.54  --------  A3V          
M   9321 N/A       01:59:43.47 +63:18:50.9  8.99    2.68     17.19   -12.72  --------  A3V          
M   9354 N/A       02:00:12.09 -29:51:58.0  8.58    3.83     -5.32    -2.11  --------  A3V          
M   9695 N/A       02:04:41.76 +57:05:16.8  8.74    2.36      6.73    -3.10  --------  A3V          
M  10854 N/A       02:19:40.78 -04:20:44.0  6.50    5.98     31.58     3.25  --------  A3V          
M  11001 N/A       02:21:44.94 -68:39:33.8  4.08   24.10    -50.07     2.38  --------  A3V          
M  11145 N/A       02:23:23.92 -56:48:47.5  7.80    6.36     30.19    36.07  --------  A3V          
M  11477 N/A       02:28:01.70 -33:48:39.7  5.13   21.35     18.56     5.52  --------  A2/A3V       
M  11618 N/A       02:29:50.51 +60:57:40.0  8.52    4.03     -2.08    -9.28  --------  A3V          
M  11697 N/A       02:30:52.73 -64:02:44.4  7.17    5.30     -1.02     7.26  --------  A3V          
M  12489 N/A       02:40:41.07 +27:03:39.3  5.30   13.97     64.49   -27.29 02407+2704 A3V          
M  12602 N/A       02:42:01.63 -34:49:58.5  8.37    5.31     -9.24     0.77  --------  A3V          
M  13133 N/A       02:48:55.51 +69:38:03.4  6.26   15.99      2.89    37.47  --------  A3V          
M  13648 N/A       02:55:43.15 -59:44:07.9  8.38    4.40     10.76     3.96  --------  A3V          
M  13697 N/A       02:56:23.85 -49:19:39.0  8.38    4.11     13.30    11.38  --------  A2/A3V       
M  13717 N/A       02:56:37.43 -03:42:44.3  5.16   17.28    -35.75   -43.31  --------  A3Vn         
M  13720 N/A       02:56:40.90 -67:14:46.8  8.67    3.59     -4.34     2.72  --------  A3V          
M  13768 N/A       02:57:12.90 -29:51:19.0  6.29    6.92    -16.38    -5.53  --------  A2/A3V:+...  
M  14070 N/A       03:01:17.64 -27:29:36.2  8.98    5.61     -5.92   -14.69  --------  A3V          
M  14156 N/A       03:02:29.86 -63:52:07.8  8.05    4.47     -2.21    31.75  --------  A3V          
M  14453 N/A       03:06:33.19 -50:32:14.2  9.33    2.23     45.01    40.62  --------  A2/A3V       
M  14544 N/A       03:07:47.34 +47:18:31.3  6.38   13.26      3.96     1.53  --------  A3Vnn        
M  14551 N/A       03:07:50.84 -27:49:52.1  6.18   17.35     65.72   -20.57  --------  A3V          
M  14717 N/A       03:10:07.45 -59:13:11.4  8.30    5.97     -6.21     7.69  --------  A3V          
M  15001 N/A       03:13:22.01 -27:34:26.2  7.03    4.01     44.21    29.86  --------  A2/A3V       
M  15239 N/A       03:16:32.72 -35:41:28.2  7.04   11.99     32.56    -4.59  --------  A3V          
M  15353 N/A       03:17:59.08 -66:55:36.6  6.03   17.24     57.15    13.07  --------  A3V          
M  15648 N/A       03:21:26.56 +43:19:46.7  4.96   21.00    -60.43    -0.38  --------  A3V          
M  16077 N/A       03:27:03.22 +18:45:23.6  6.54    7.78     35.70     2.41  --------  A3V          
M  16410 N/A       03:31:19.90 +27:34:18.5  6.99    4.46     42.48   -21.52 03313+2734 A3V          
M  16465 N/A       03:32:04.65 -29:00:58.0  8.82    4.47     22.80    18.49  --------  A3V          
M  16542 N/A       03:33:03.65 -58:38:30.0  8.56    3.89     16.69    21.71  --------  A3V          
M  16599 N/A       03:33:39.06 +54:58:29.4  5.98   14.71    -41.31    -1.63  --------  A3V          
M  16629 N/A       03:33:58.12 -20:22:11.8  8.87    2.63      9.73     1.04  --------  A2/A3V       
M  16661 N/A       03:34:24.82 -65:45:51.1  6.74    9.13     50.06    14.97  --------  A3V          
M  17117 N/A       03:39:57.40 -58:01:07.4  8.69    2.82     -4.16    14.59  --------  A3V          
M  17587 N/A       03:46:02.33 +63:20:42.1  4.78    4.08     -0.94    -8.41  --------  A3V...       
M  17745 N/A       03:47:59.05 -26:19:42.9  6.97    4.80    -18.20     4.32  --------  A3V          
M  17886 N/A       03:49:32.69 +33:05:29.0  5.14   10.96    -18.15     0.30  --------  A3V          
M  18286 N/A       03:54:37.49 -46:25:00.7  6.90   10.69    -14.27    -5.08  --------  A3V          
M  18750 N/A       04:00:59.37 -54:23:31.6  7.70    3.88      8.25    16.74 04010-5424 A3V          
M  18777 N/A       04:01:21.07 +56:02:23.2  7.29    7.00     -8.27     5.61  --------  A3V          
M  18885 N/A       04:02:55.78 -39:48:20.6  7.55    5.79     -4.17   -16.44  --------  A3V          
M  18969 N/A       04:03:52.95 -55:23:59.6  7.65    7.45    -10.69    -3.69  --------  A3V          
M  19121 N/A       04:05:56.50 -08:51:21.9  6.27   12.26     22.85    -8.62  --------  A3V          
M  19608 N/A       04:12:05.39 -13:13:23.0  7.93    7.40     -1.29     3.23  --------  A2/A3V       
M  19852 N/A       04:15:22.35 +51:11:26.1  9.91    1.83      1.50    -1.13  --------  A3V          
M  19881 N/A       04:15:51.68 -22:09:05.1  6.93    9.82    -13.07   -34.75  --------  A3V          
M  19923 N/A       04:16:29.15 -38:53:03.2  7.13    7.26     -2.17   -39.16  --------  A3V          
M  19989 N/A       04:17:14.74 -38:50:39.0  8.84    0.93     10.27    -1.60  --------  A2/A3V       
M  20309 N/A       04:21:03.78 -48:48:40.4  7.38    8.59    -17.37    13.52  --------  A3Vs         
M  20380 N/A       04:21:51.80 +56:30:22.7  5.91   10.53    -14.56     7.06  --------  A3V          
M  20474 N/A       04:23:17.80 -32:09:07.1  7.13    6.71    -11.84    -1.73  --------  A3V          
M  20522 N/A       04:23:51.83 +09:27:39.4  5.10    8.23    -21.02    -6.65 04239+0928 A3V          
M  20847 N/A       04:28:03.41 -45:30:21.8  8.66    3.78     -2.65     7.25  --------  A2/A3V       
M  20858 N/A       04:28:12.09 -26:39:55.5  8.17    2.78      4.22   -16.87  --------  A3V          
M  21110 N/A       04:31:25.85 -13:38:39.1  6.25    8.16    -17.46   -42.03 04314-1339 A2/A3V       
M  21525 N/A       04:37:19.27 -41:52:22.5  6.40    9.10     24.76    49.44  --------  A3Vs...      
M  21527 N/A       04:37:19.98 -70:04:15.8  9.44    0.87      7.10     9.71  --------  A3V          
M  21535 N/A       04:37:26.24 -16:21:44.0  8.67    5.71     23.13    -4.67  --------  A3V          
M  21786 N/A       04:40:48.60 -45:47:34.9  7.50    5.67    -18.68     3.70  --------  A3V          
M  22372 N/A       04:48:57.82 -67:42:50.4  7.64    9.39    -21.87   -24.74  --------  A3V          
M  22389 N/A       04:49:10.63 -42:23:05.2  7.26    5.09    -20.27     4.09  --------  A3Vs...      
M  22543 N/A       04:51:07.56 -25:18:35.9  7.16    4.62      8.89     9.65  --------  A3V          
M  22656 N/A       04:52:24.15 -69:24:14.1  8.46    4.30     -4.91     9.23  --------  A3V          
M  22666 N/A       04:52:30.99 -28:22:49.8 10.17    0.74     11.39    16.71  --------  A3V          
M  22833 N/A       04:54:46.90 +11:25:33.6  5.18   13.54    -16.31    13.63  --------  A3V          
M  22861 N/A       04:55:06.83 -62:47:43.3  7.98    6.00      9.38    75.61  --------  A3V          
M  23012 N/A       04:56:58.83 -41:59:01.0  7.90    8.43     26.48    18.92  --------  A3V          
M  23028 N/A       04:57:06.52 -65:00:57.3  7.21    8.40     10.61    42.58  --------  A2/A3V       
M  23244 N/A       05:00:07.77 -41:02:52.3  7.99    4.79      7.93    15.23  --------  A3Vs         
M  23369 N/A       05:01:28.36 +44:23:53.0  7.28    5.76      3.44   -32.30  --------  A3V          
M  23411 N/A       05:01:53.70 -19:39:45.8  7.72    4.61    -17.00    -9.81  --------  A3V          
M  24183 N/A       05:11:33.49 -01:09:40.8  9.77    2.25     -2.04    -7.46  --------  A3V          
M  24330 N/A       05:13:17.08 -05:05:00.8  9.21    1.81      1.01   -13.63  --------  A3V          
