M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M   2474 N/A       00:31:25.23 +66:31:10.6  6.18    4.55     19.38    -3.87  --------  B6V          
M   6170 N/A       01:19:08.58 +58:14:15.4  9.70   -1.61     -0.91    -1.52  --------  B6Ve         
M   9534 N/A       02:02:35.26 -21:57:56.8  6.97    4.34     -6.11    -2.95  --------  B6V          
M  11809 N/A       02:32:17.18 +02:59:52.6 11.76    1.68    -22.15    -7.05  --------  B6V          
M  12520 N/A       02:41:07.69 +56:16:12.4  7.46    2.26     13.40   -11.15  --------  B6V          
M  13707 N/A       02:56:29.68 +59:09:02.2  8.22    1.50      0.51    -2.74  --------  B6V          
M  15521 N/A       03:20:01.20 +59:51:50.7  9.35    0.91     -1.95    -4.51  --------  B6V          
M  16210 N/A       03:28:52.33 +49:50:54.1  5.58    5.89     22.51   -25.55  --------  B6Vn         
M  17531 N/A       03:45:12.49 +24:28:02.2  4.30    8.75     19.35   -41.63 03452+2429 B6V          
M  17584 N/A       03:45:59.27 +45:40:54.8  5.66    3.14     17.51   -18.44 03460+4541 B6V          
M  18183 N/A       03:53:22.69 -54:51:02.3  7.75    1.89     -2.55    -5.17  --------  B6V          
M  18396 N/A       03:55:58.18 +47:52:17.1  5.39    3.86     17.57   -20.62  --------  B6V          
M  20554 N/A       04:24:12.90 -40:03:09.7  7.36    4.90      1.36    13.49 04242-4003 B6V          
M  21576 N/A       04:37:59.16 -20:41:16.8  7.26    2.44     -0.16     8.66  --------  B6V          
M  21700 N/A       04:39:32.99 +43:39:33.0  8.46   -0.07     -1.99    -3.33  --------  B6V          
M  23159 N/A       04:58:57.20 +14:32:58.4  7.58    5.32      4.92    -4.02 04590+1433 B6V          
M  25179 N/A       05:23:10.15 +01:08:22.6  7.99    3.93     -2.69    -3.23  --------  B6V          
M  25903 N/A       05:31:43.84 -49:01:06.5  7.44    2.74     -0.66    10.68  --------  B6V          
M  25979 N/A       05:32:39.48 +02:05:31.7  8.57    3.56      5.01    -0.80  --------  B6Vwp...     
M  26024 N/A       05:33:08.91 +03:07:51.9  7.58    2.56      2.18    -0.43  --------  B6V          
M  26048 N/A       05:33:26.06 +00:37:16.8  8.07    2.72     -1.65    -1.40  --------  B6Vwp...     
M  26072 N/A       05:33:38.84 +20:28:27.1  6.19    4.08      2.92    -7.47  --------  B6V          
M  26334 N/A       05:36:30.59 -01:59:01.7  7.85    0.98     -1.13     3.09  --------  B6V          
M  26697 N/A       05:40:25.25 -04:25:16.3  8.06    1.53      2.14     0.59  --------  B6V          
M  27368 N/A       05:47:46.79 -06:26:05.9  7.70    5.06     -6.60     6.33  --------  B6V          
M  27534 N/A       05:49:53.52 -66:54:04.2  5.10    6.37    -22.10    18.08  --------  B6V          
M  29728 N/A       06:15:40.18 +06:03:58.1  6.07    4.39     -0.79   -17.38  --------  B6V          
M  29753 N/A       06:15:56.56 -44:37:10.7  8.57    1.37    -10.60     9.47  --------  B6V          
M  29791 N/A       06:16:21.08 +01:04:49.2  6.63    2.65      1.50    -3.78  --------  B6V          
M  30180 N/A       06:21:00.78 +14:42:17.3  7.34    3.80      1.49   -16.41  --------  B6V          
M  30524 N/A       06:24:55.80 -63:49:41.2  6.26    4.59     -5.39    12.22  --------  B6V          
M  31604 N/A       06:36:51.93 -12:51:04.8  9.06    2.30     -5.20     1.54  --------  B6Vne        
M  31768 N/A       06:38:38.47 -60:10:58.9  7.06    1.45     -3.94     9.70  --------  B6V          
M  32269 N/A       06:44:12.79 -54:41:43.8  6.47    4.43    -16.64     6.68 06442-5443 B5/B6V       
M  32642 N/A       06:48:34.81 -27:22:51.3  7.83    1.90      2.24     7.62  --------  B6V          
M  33178 N/A       06:54:20.10 -31:48:05.8  6.86    2.58    -13.36     1.80  --------  B6V          
M  33276 N/A       06:55:18.22 -23:32:16.5  9.50    2.53     -2.11     5.27  --------  B6V          
M  33522 N/A       06:58:01.26 -20:58:00.5  9.38    1.57     -2.68     4.19  --------  B6V          
M  33632 N/A       06:59:11.68 -38:49:54.8  8.76    1.46     -4.64     5.14  --------  B6V          
M  33649 N/A       06:59:27.19 +37:05:53.4  7.91    2.99     -2.82    -3.42 06595+3706 B6V          
M  33735 N/A       07:00:28.61 -08:51:57.6  8.63    6.16    -11.24     3.24  --------  B6V          
M  33764 N/A       07:00:44.14 -09:38:11.8  8.99    1.50     -1.28     1.06  --------  B6V          
M  34964 N/A       07:14:02.66 -31:38:33.3  7.66   -0.36     -1.25     2.71  --------  B6V          
M  35075 N/A       07:15:11.84 -36:13:32.2  7.39    3.42    -11.37     6.26  --------  B6V          
M  36167 N/A       07:26:59.44 -41:37:44.7  8.10    2.20     -7.99     8.58  --------  B6V          
M  36668 N/A       07:32:37.91 -27:51:38.1  9.12   -0.11     -2.26     2.73 07326-2752 B6V          
M  36681 N/A       07:32:45.83 -49:12:43.2  8.66    2.50     -4.01     6.76 07328-4913 B6V          
M  37261 N/A       07:39:07.10 -18:40:42.2  6.72    3.65    -14.65     4.98  --------  B6V          
M  37293 N/A       07:39:26.98 -26:51:47.1  6.50    3.98     -3.96    -3.19  --------  B6V          
M  37663 N/A       07:43:40.16 -52:50:22.3  8.40    1.63     -7.82     7.89  --------  B6V          
M  37926 N/A       07:46:19.05 -46:09:34.7  7.58    2.84     -4.19     8.06  --------  B6V          
M  38075 N/A       07:48:09.14 -47:16:32.3  8.51    1.83     -5.84    11.25  --------  B6V          
M  38510 N/A       07:53:11.88 -45:13:07.4  8.47    1.64     -5.92     7.10  --------  B6V          
M  38551 N/A       07:53:38.55 -23:18:49.3  6.95    2.52     -8.61     2.15  --------  B6V          
M  38650 N/A       07:54:50.37 -45:39:50.7  7.34    2.80    -12.07     5.09  --------  B6V          
M  39640 N/A       08:06:03.23 -34:45:18.1  8.07    2.80     -9.48     7.67  --------  B6V          
M  39843 N/A       08:08:24.64 -63:48:02.9  6.32    4.17     -7.68     5.41  --------  B6V          
M  40024 N/A       08:10:27.24 -49:09:50.9  7.93    2.22     -8.71     4.15  --------  B6V          
M  40218 N/A       08:12:50.71 -36:13:41.3  7.62    3.20     -7.62     7.40  --------  B6Vnn        
M  40884 N/A       08:20:34.56 -44:15:17.9  7.23    2.43    -15.04     2.96  --------  B6V          
M  42061 N/A       08:34:24.37 -54:40:03.1  8.32    1.99     -8.32     8.48  --------  B6V(n)       
M  43240 N/A       08:48:30.83 -42:24:02.3  7.39    2.65    -13.56     6.99  --------  B6V          
M  43303 N/A       08:49:21.26 -43:22:14.4  7.48    2.91     -8.32     5.19  --------  B6V          
M  43566 N/A       08:52:21.78 -56:14:31.5  7.21    2.72     -4.29     7.19  --------  B6V          
M  44423 N/A       09:03:05.33 -53:33:01.3  6.39    3.78    -19.30     9.42  --------  B6V          
M  44629 N/A       09:05:39.02 -62:06:12.6  8.11    1.29     -7.74     9.25  --------  B6V          
M  45541 N/A       09:16:55.60 -63:46:30.5  7.42    2.59    -11.33     7.77  --------  B6Vne        
M  46283 N/A       09:26:17.96 -53:22:44.1  5.09    7.72    -19.94    11.06  --------  B6V          
M  46420 N/A       09:27:57.28 -55:20:05.6  7.79    1.25    -16.65     7.66  --------  B6V          
M  46465 N/A       09:28:34.18 -45:29:51.9  7.13    0.34     -9.52    -2.03 09286-4530 B6Vnn        
M  47088 N/A       09:35:47.33 -54:10:07.6  7.96    1.78    -14.38     4.41  --------  B6V          
M  47694 N/A       09:43:27.58 -51:13:41.3  6.15    2.39    -16.02     8.37 09435-5114 B6V          
M  47700 N/A       09:43:32.33 -56:57:10.5  7.73    2.32    -14.50     8.50  --------  B5/B6V       
M  48761 N/A       09:56:45.25 -57:39:17.3  7.51    0.60     -7.76     3.06  --------  B6V          
M  50108 N/A       10:13:49.24 -68:03:35.4  6.73    0.93     -5.73    -1.07  --------  B6V          
M  50825 N/A       10:22:41.20 -51:36:49.4  7.92    2.19    -16.22     0.97  --------  B6V          
M  51308 N/A       10:28:48.50 -62:35:02.4  8.34    0.69    -12.76     5.07 10288-6235 B6V          
M  51437 N/A       10:30:17.48 -00:38:13.2  5.08    9.46    -40.12   -22.17  --------  B6V          
M  51680 N/A       10:33:28.57 -65:22:06.2  8.02    2.94    -15.55     3.21  --------  B6V          
M  51927 N/A       10:36:25.36 -26:43:57.8  7.83    1.36    -39.18    19.19  --------  B6V          
M  52079 N/A       10:38:30.70 -70:18:35.4  7.67    2.66    -12.48     8.69  --------  B6V          
M  52993 N/A       10:50:26.51 -56:20:30.7  8.54    0.46     -6.78    -0.19  --------  B6V          
M  53164 N/A       10:52:33.63 -64:24:50.7  8.26    2.05    -15.19     0.53  --------  B6V          
M  54000 N/A       11:02:48.74 -66:10:58.9  9.06    1.08     -6.31     0.66  --------  B6V          
M  56264 N/A       11:31:59.76 -59:44:25.8  8.53    2.37    -14.10    -5.13  --------  B6V          
M  57479 N/A       11:46:56.16 -41:17:34.0  9.21    0.27    -13.77    -0.93  --------  B6Vne        
M  59266 N/A       12:09:23.58 -59:46:09.2  7.16    1.78     -9.74     1.68  --------  B6V          
M  60627 N/A       12:25:30.46 -69:28:36.0  7.86    5.51     -6.82    -4.87 12255-6929 B6V          
M  60629 N/A       12:25:32.68 -69:28:31.0  8.78    4.93     -8.31    -5.16 12255-6929 B6V          
M  62451 N/A       12:47:55.43 -71:35:46.1  8.44    1.15     -6.72    -2.76  --------  B6V          
M  63541 N/A       13:01:15.11 -44:45:06.7  7.66    4.37     -6.30   -14.12  --------  B6V          
M  64501 N/A       13:13:14.18 -72:32:38.4  8.10    2.27     -9.76    -4.64  --------  B6V          
M  65112 N/A       13:20:37.82 -52:44:52.1  5.47    8.24    -30.71   -16.46  --------  B6V          
M  69097 N/A       14:08:40.05 -64:11:25.6  8.94    2.06     -2.38    -2.57  --------  B6Vn...      
M  69582 N/A       14:14:33.69 -61:47:56.3  9.49    2.21     -1.69    -1.92 14146-6148 B5/B6V       
M  71353 N/A       14:35:31.48 -41:31:02.8  5.88    9.10    -21.56   -23.19 14355-4131 B6V          
M  72403 N/A       14:48:13.06 -66:26:20.5  7.67    2.78     -4.95    -9.85  --------  B6V          
M  74073 N/A       15:08:15.08 -59:58:06.7  9.18    1.10     -0.19    -3.55 15083-5958 B6V          
M  74086 N/A       15:08:23.35 -58:41:51.1  8.83    0.91     -5.47     0.48 15083-5842 B6V          
M  74801 N/A       15:17:13.92 -66:05:32.1  6.84    3.75     21.76     3.21  --------  B6V          
M  80304 N/A       16:23:38.06 -60:08:15.8  8.77    1.98      0.20    -6.29  --------  B6V          
