M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M  40346 N/A       08:14:16.09 -49:02:58.0  8.36    4.14    -14.71     6.34  --------  A1V          
M  40396 N/A       08:14:50.49 -69:37:21.5  7.73    5.82    -16.15    11.87  --------  A1V          
M  40435 N/A       08:15:24.46 -23:38:16.0  8.21    4.23     -0.28    -6.56  --------  A1V          
M  40568 N/A       08:16:57.23 -53:42:09.1  7.75    5.98     -9.56    11.01  --------  A1V          
M  40574 N/A       08:17:00.73 -43:05:35.8  9.07    3.97     -6.14     9.76  --------  A1V          
M  40604 N/A       08:17:23.13 -16:17:06.3  6.32    3.80    -11.80    -7.68  --------  A1V          
M  40612 N/A       08:17:29.33 -41:00:28.6  8.86    1.75    -17.41    13.56  --------  A1V          
M  40623 N/A       08:17:34.93 -18:57:22.3  7.89    2.83    -11.52    -2.10  --------  A1V          
M  40703 N/A       08:18:32.14 -52:42:23.9  7.72    5.94     -3.71    13.39  --------  A1V          
M  40713 N/A       08:18:37.33 -14:33:59.1  6.96    4.20     -9.00   -11.55  --------  A1V          
M  40762 N/A       08:19:13.41 -43:58:33.1  9.02    1.31     -7.62    10.55  --------  A1V          
M  40916 N/A       08:21:00.46 -52:13:40.7  6.63   13.55    -21.54    19.64  --------  A0/A1V       
M  41035 N/A       08:22:28.06 -25:23:34.3  9.06   -0.30     -3.04     1.05  --------  A1V          
M  41122 N/A       08:23:27.97 -45:36:43.0  7.73    6.73    -21.13    22.85  --------  A1V          
M  41177 N/A       08:24:09.06 -35:30:32.4  7.41    6.29     -1.68    -6.14 08241-3531 A1V          
M  41408 N/A       08:26:47.23 -55:21:46.4  7.40    6.72    -15.90     6.00  --------  A1V          
M  41422 N/A       08:26:56.25 -51:29:53.9  8.44    2.95    -29.81    28.13  --------  A1V          
M  41459 N/A       08:27:20.32 -45:06:21.7  8.86    3.22     -9.06     1.63  --------  A1V          
M  41611 N/A       08:28:57.58 -30:50:57.7  8.00    3.87      6.28    -5.16  --------  A1V          
M  41666 N/A       08:29:42.75 -34:03:53.5  7.84    4.64     -1.42   -10.53  --------  A1V          
M  41722 N/A       08:30:28.46 -12:38:01.2  7.79    1.97     -9.01     0.73  --------  A1V          
M  41904 N/A       08:32:39.87 +10:03:57.6  6.48    6.03      5.89    -6.22  --------  A1V          
M  42028 N/A       08:34:01.62 -02:09:05.6  5.80   10.00    -33.38    20.68  --------  A1V          
M  42143 N/A       08:35:26.48 -68:26:34.4  8.81    4.60    -10.08    18.18  --------  A1V          
M  42147 N/A       08:35:28.70 -26:50:36.5  5.95    3.89    -31.26    18.68  --------  A1V+...      
M  42155 N/A       08:35:36.74 -32:34:20.5  9.02    3.41     -7.76     8.44  --------  A1V          
M  42290 N/A       08:37:20.11 -31:44:37.4  8.83    2.05    -13.00     8.60  --------  A1V          
M  42313 N/A       08:37:39.37 +05:42:13.6  4.14   18.21    -70.27    -6.99 08376+0543 A1Vnn        
M  42353 N/A       08:38:05.17 +09:34:28.6  6.54    8.74    -36.97   -10.31  --------  A1V          
M  42368 N/A       08:38:20.27 -06:39:44.3  6.52    3.23     -9.12    -3.00  --------  A1V+...      
M  42374 N/A       08:38:23.92 -53:43:18.4  7.66    7.02    -24.12    21.72  --------  A1V          
M  42523 N/A       08:40:11.45 +19:58:16.0  6.61    5.72    -34.84   -14.92 08401+2000 A1V          
M  42531 N/A       08:40:14.70 -13:34:00.2  8.40    2.97      2.80    -9.59  --------  A1V          
M  42552 N/A       08:40:24.13 -14:41:48.9  7.46    5.97    -16.72    13.34  --------  A1V          
M  42606 N/A       08:41:01.62 -09:03:07.1  6.64    7.63    -34.85     2.38  --------  A1Vn         
M  42793 N/A       08:43:09.33 -14:59:46.9  8.73    4.04    -10.14     3.92  --------  A1V          
M  42984 N/A       08:45:38.12 -77:04:31.1  6.85    6.18     -3.30   -15.69  --------  A1V          
M  43010 N/A       08:45:54.41 -42:20:16.1  8.23    4.89    -12.64    -2.98  --------  A1V          
M  43118 N/A       08:46:51.52 -34:04:01.6  7.62    7.21    -22.20    -0.97  --------  A1V          
M  43121 N/A       08:46:56.02 +12:06:35.8  5.89   16.38    -65.20   -51.06  --------  A1V          
M  43154 N/A       08:47:21.97 -39:47:59.1  7.46    1.69    -20.70    17.94  --------  A1V          
M  43269 N/A       08:48:53.62 -22:52:27.0  9.10    4.73     -3.57    -5.23  --------  A1V          
M  43333 N/A       08:49:41.36 -12:27:14.2  8.11    4.80    -14.49    -0.82  --------  A1V          
M  43504 N/A       08:51:39.39 -24:44:53.0  9.21    2.08     -2.61     0.19  --------  A0/A1V       
M  43568 N/A       08:52:23.66 -53:19:32.9  7.99    5.57     -6.12    10.39  --------  A1V          
M  43659 N/A       08:53:39.34 -52:33:03.2  8.94    3.90    -11.02    10.03  --------  A1V          
