M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M    351 N/A       00:04:24.88 -47:04:05.0  9.80   22.52    293.22    33.72  --------  K0V          
M    419 N/A       00:05:06.84 -42:34:04.2  8.97    5.12    -67.38   -21.10  --------  G8/K0V       
M    544 N/A       00:06:36.78 +29:01:17.4  6.07   72.98    379.94  -178.34 00065+2900 K0V          
M    611 N/A       00:07:25.41 -40:28:46.4  8.53    7.21    185.87    10.37  --------  K0V          
M    616 N/A       00:07:32.54 -23:49:07.3  8.70   30.76    319.74    92.09  --------  K0V          
M    762 N/A       00:09:23.38 -41:02:40.2  9.11   11.89    136.87  -135.22  --------  G8/K0V       
M    919 N/A       00:11:22.44 +30:26:58.5  7.95   29.35    210.73    35.26  --------  K0V          
M   1000 N/A       00:12:30.27 -22:04:02.3  8.73   15.32    215.67   -96.10  --------  K0V+...      
M   1003 N/A       00:12:32.81 -30:51:35.3  8.66   21.09    -13.63  -225.06  --------  G8/K0V       
M   1031 N/A       00:12:50.25 -57:54:45.3  7.22   49.18   -117.31    35.09  --------  K0V          
M   1299 N/A       00:16:19.89 -33:28:09.9  9.53    9.32     48.10   -44.25  --------  G8/K0V       
M   2452 N/A       00:31:12.04 -41:52:54.4  9.27   16.21   -225.66   -75.71  --------  K0V          
M   2504 N/A       00:31:44.43 -53:28:48.8  9.64   13.68     30.97   -32.35  --------  K0V          
M   2848 N/A       00:36:04.41 -49:07:41.2  8.40   23.21    387.53  -133.01 00364-4908 K0V          
M   2909 N/A       00:36:51.27 -24:29:47.8  8.17   15.34     35.58  -232.36  --------  G8/K0V       
M   3028 N/A       00:38:33.24 -12:10:20.7  9.21   24.02    111.01    84.70  --------  K0V          
M   3093 N/A       00:39:21.80 +21:15:01.6  5.88   90.03   -461.07  -370.88 00394+2115 K0V          
M   3337 N/A       00:42:33.22 -54:07:12.0  9.10   24.04    -71.72  -160.60 00426-5407 G8/K0V:      
M   3595 N/A       00:46:02.42 -45:30:48.6  9.91    8.71    125.20    63.19  --------  G8/K0V       
M   3762 N/A       00:48:19.46 -35:16:37.9  9.65    7.91     11.54    -9.13  --------  G8/K0V       
M   3836 N/A       00:49:14.56 +61:10:05.3  9.05    2.02     21.80    14.39  --------  K0V          
M   3850 N/A       00:49:26.77 -23:12:44.9  7.15   53.09    516.74   119.52  --------  G8/K0V       
M   4242 N/A       00:54:09.17 -18:01:55.7  8.94   14.46    132.64  -100.34  --------  K0V          
M   4673 N/A       00:59:59.91 -51:20:35.8  9.35   19.87    -58.80   -23.04  --------  K0V          
M   5373 N/A       01:08:45.72 -25:51:40.0  8.63   28.33     72.24    32.41  --------  K0V          
M   5389 N/A       01:08:57.95 -30:55:45.4  9.10   21.57    211.50  -104.33  --------  G8/K0V       
M   5938 N/A       01:16:24.20 -12:05:49.2  7.55   37.71    134.18    -4.61  --------  K0V          
M   6391 N/A       01:22:07.96 -13:04:27.4  9.72   14.49    244.97    -4.02  --------  K0V          
M   6488 N/A       01:23:22.44 -27:12:52.8  9.77    8.84    115.04   -75.76  --------  G8/K0V       
M   6557 N/A       01:24:16.27 -62:26:48.8  9.08    2.01      6.55    -2.70  --------  G8/K0V:      
M   6795 N/A       01:27:27.21 -25:56:12.8  9.14   24.14    -26.87  -141.31  --------  K0V          
M   7018 N/A       01:30:24.96 -29:15:31.9  9.41   28.66    -26.05   220.27  --------  K0V          
M   7235 N/A       01:33:15.80 -24:10:40.7  6.97   51.27    271.86  -159.50 01332-2411 K0V          
