M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M     80 N/A       00:00:58.28 -11:49:25.4  8.40   15.59    419.04   -82.83  --------  G2V          
M    394 N/A       00:04:53.76 +34:39:35.2  6.09   27.18    769.11   100.49  --------  G2V          
M    682 N/A       00:08:25.74 +06:37:00.4  7.59   25.15     87.26    -0.90  --------  G2V          
M    705 N/A       00:08:50.83 +86:47:16.3  8.41   16.24    331.45    -6.63  --------  G2V          
M    846 N/A       00:10:23.08 -13:59:02.2  8.92   13.53    180.98    71.53  --------  G2V          
M    875 N/A       00:10:45.89 -38:46:08.1  8.68    7.95    146.05   -23.46  --------  G2V          
M   1154 N/A       00:14:25.51 -27:10:11.7  8.93    7.55    -30.56   -57.07  --------  G1/G2V       
M   1305 N/A       00:16:23.42 -34:49:45.5  9.07    9.45    -42.57    -5.38  --------  G1/G2V       
M   1349 N/A       00:16:53.89 -52:39:04.1  6.84   43.45    314.94   182.50  --------  G2V          
M   1444 N/A       00:17:58.87 -13:27:20.3  6.51   38.24    396.98    -0.60  --------  G2V          
M   1585 N/A       00:19:50.16 -22:23:29.0  9.68    8.45      0.45   -48.76  --------  G2V          
M   1649 N/A       00:20:43.32 -87:40:01.0  8.73   11.33    128.80    43.67  --------  G2V          
M   1775 N/A       00:22:30.41 -59:01:20.7  9.40    6.47     74.62   -45.27  --------  G2V          
M   1908 N/A       00:24:06.99 -58:50:22.8  9.06   11.76    -46.56  -223.88  --------  G2V          
M   1976 N/A       00:25:01.42 -30:41:51.7  7.57   20.45   -165.95  -277.80  --------  G2V          
M   2617 N/A       00:33:14.10 -30:56:21.1 10.23    3.89     57.43   -90.63  --------  G2V          
M   2874 N/A       00:36:25.73 -26:34:31.4  9.51   11.73      1.74     2.16  --------  G2V          
M   2902 N/A       00:36:46.81 -24:30:03.3  7.94   13.78     -9.61   -62.02  --------  G2V          
M   3086 N/A       00:39:13.27 +03:08:02.1  7.34   21.79    781.34   296.76  --------  G2V          
M   3443 N/A       00:43:58.94 -24:52:21.0  8.57   12.92     -6.98   -23.17  --------  G1/G2V       
M   3537 N/A       00:45:06.15 -53:14:06.7  9.19    6.09     13.78    27.62  --------  G2V          
M   3559 N/A       00:45:28.69 -12:52:50.9  6.15   31.39    -32.25  -205.68 00455-1253 G2V          
M   3560 N/A       00:45:32.39 -89:10:08.4  9.69    7.74     61.88    -7.64  --------  G2V:         
M   3895 N/A       00:49:58.22 -16:10:03.2  9.12    8.27     30.59   -40.18  --------  G2V          
M   3990 N/A       00:51:17.10 -13:06:52.5  8.74   11.10     -8.99    11.27  --------  G2V          
M   4062 N/A       00:52:01.51 -74:52:12.2  8.69   13.03     29.71   -37.98  --------  G1/G2V       
M   4117 N/A       00:52:45.78 -18:34:36.6  8.74    5.79    -43.65   -65.90  --------  G2V          
M   4282 N/A       00:54:50.53 -32:37:10.0  9.16    8.84    -12.38   -61.49  --------  G2V          
M   4772 N/A       01:01:19.03 -60:51:36.5  6.91   22.23     73.14    98.11  --------  G1/G2V       
M   4917 N/A       01:03:08.57 -45:53:11.8  8.95    8.88    179.78   -75.29  --------  G2V          
